"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2
"117",1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2
"118",2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2
"119",1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2
"123",2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,NA,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
"124",1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2
"125",1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,NA,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
"126",1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2
"127",1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2
"128",1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2
"129",1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2
"130",1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2
"131",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2
"133",2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,NA,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1
"134",2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1
"135",2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2
"136",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2
"138",1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
"139",2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"140",1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2
"141",1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1
"142",1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2
"143",1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,2
"144",1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
"145",1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1
"147",1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1
"148",1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1
"149",1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,NA,2,1,2,2,NA,NA,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,NA,2,1,1,2,2,2
"150",2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"151",2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2
"152",1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2
"153",1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1
"155",1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2
"156",1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"157",2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2
"158",2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2
"159",1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1
"160",1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1
"161",1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2
"162",2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2
"163",1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"164",1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1
"165",2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2
"166",1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2
"167",2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"168",2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"169",2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,NA,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,NA,NA,1,2,1,2
"170",2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2
"171",2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2
"172",1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,NA,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2
"173",1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
"174",1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2
"175",1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"176",2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1
"177",1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2
"178",1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2
"179",2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2
"180",2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1
"181",1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2
"182",1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
"183",1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2
"184",1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2
"185",1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2
"186",1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2
"187",1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2
"188",1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2
"189",1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2
"190",1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2
"191",1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2
"192",1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2
"193",2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2
"194",1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2
"195",1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
"196",2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"197",1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2
"198",1,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2
"199",1,2,2,1,NA,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,NA,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,NA,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2
"200",2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2
"201",1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2
"202",1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2
"203",2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2
"204",1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1
"205",2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2
"206",1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"207",2,1,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2
"208",1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2
"209",1,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,NA,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"210",1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2
"211",1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2
"212",1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2
"213",2,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2
"214",1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2
"215",1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2
"216",1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2
"217",2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1
"218",1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2
"219",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2
"220",2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2
"221",1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"222",2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1
"223",1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1
"224",1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2
"225",1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2
"226",1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"227",1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2
"228",1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1
"229",1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1
