"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"62107",2,6,6,5,5,5,5,4,2,1,2,3,5,4,6,2,3,2,2,1,6,1,5,6,2,2,5,38
"62111",5,4,5,6,4,1,4,6,2,2,3,3,5,4,5,2,2,1,3,2,5,6,4,6,3,1,3,19
"62115",2,6,4,3,5,5,3,3,2,4,4,4,3,3,3,2,3,2,2,4,6,4,4,6,3,2,NA,17
"62118",5,4,5,6,2,5,6,4,1,1,1,1,3,6,3,2,4,2,3,1,6,2,6,3,2,2,3,20
"62119",3,5,2,4,5,5,4,6,3,3,3,5,2,3,2,1,3,3,2,4,5,2,5,5,2,2,5,34
"62120",3,6,5,6,6,6,5,5,1,1,1,2,4,6,6,2,2,1,2,3,5,2,4,6,1,2,3,38
"62121",2,5,4,4,4,3,3,4,5,4,2,2,4,4,4,5,5,4,4,4,3,5,4,3,4,2,3,18
"62124",1,NA,4,6,5,5,5,2,3,3,2,2,4,2,4,2,3,3,4,3,4,3,5,6,2,2,5,32
"62128",1,6,6,6,5,4,3,4,5,6,2,2,4,5,3,1,2,4,4,4,4,3,5,5,3,1,3,19
"62130",3,4,4,6,3,5,5,5,2,4,6,4,3,3,4,1,3,2,2,1,6,2,3,5,2,1,3,19
"62132",3,5,6,5,6,5,6,5,2,1,3,1,4,6,5,3,5,3,3,1,4,1,4,4,3,1,3,21
"62133",1,5,NA,6,5,5,5,6,1,1,1,2,4,6,6,4,4,3,2,2,6,1,5,6,2,2,3,22
"62136",2,4,4,6,3,4,5,4,2,4,6,4,2,3,4,1,1,1,1,1,6,2,NA,5,2,1,3,19
"62137",4,5,5,5,5,5,4,5,2,4,2,2,4,5,5,2,3,2,1,1,5,4,4,4,1,2,5,41
"62142",1,6,4,6,6,5,4,5,1,2,5,1,5,4,6,1,2,2,1,1,4,2,5,5,3,1,3,40
"62144",4,3,4,2,5,5,5,5,2,2,2,2,3,3,6,4,4,3,3,2,6,1,4,6,1,2,5,44
"62147",3,5,5,5,5,4,3,3,3,5,3,4,3,5,5,4,5,2,2,2,5,4,4,5,5,1,3,25
"62151",5,2,1,1,2,2,1,2,5,6,2,5,2,4,2,3,6,4,5,3,5,6,2,6,4,2,NA,15
"62156",3,3,3,4,4,5,2,5,2,3,4,2,3,5,4,2,2,2,3,2,2,3,2,4,5,1,3,24
"62160",4,2,4,1,4,5,4,4,1,5,2,2,4,3,5,2,4,1,2,1,4,4,NA,4,2,2,3,23
"62161",3,5,4,5,5,4,2,4,4,4,3,4,6,6,6,3,4,2,2,1,5,1,3,5,3,2,1,22
"62162",3,5,6,6,5,4,4,6,3,3,3,4,4,5,4,1,1,2,3,2,5,4,4,5,3,2,3,19
"62163",4,5,5,6,4,6,5,5,2,2,5,5,4,4,4,2,4,2,6,2,5,2,4,4,2,2,3,23
"62164",6,1,1,4,6,5,6,5,1,1,1,1,5,6,6,1,1,1,1,1,5,1,6,1,1,2,3,38
"62165",3,5,5,6,6,6,6,6,1,1,1,2,4,4,6,1,1,1,2,2,3,2,4,2,1,1,2,26
"62166",5,5,5,6,6,5,4,5,2,2,4,1,5,6,5,1,1,2,5,1,6,5,4,4,4,2,3,46
"62168",3,4,4,5,3,4,4,4,2,2,4,3,3,3,5,3,3,3,2,2,5,4,4,4,3,2,2,24
"62170",5,6,5,5,6,5,4,6,1,2,1,3,5,6,5,1,4,1,3,2,4,5,4,6,2,2,1,18
"62171",1,6,5,6,5,3,3,5,4,4,4,5,4,3,5,2,2,3,5,4,5,3,5,6,2,1,2,48
"62173",1,6,6,6,5,6,4,4,1,5,1,1,6,3,3,3,5,5,2,4,6,6,4,6,1,2,3,30
"62176",4,4,6,5,4,4,5,3,5,4,2,4,4,5,3,2,4,2,3,3,5,4,4,4,4,1,2,22
"62179",5,5,5,1,5,6,5,2,6,6,4,4,6,3,3,5,4,4,5,4,6,6,6,6,4,1,3,20
"62180",3,4,4,3,2,6,5,5,1,3,2,5,5,2,5,4,5,3,6,1,6,1,6,6,1,1,5,36
"62181",6,6,6,6,6,5,5,6,6,1,1,1,6,6,6,6,3,2,2,5,1,2,6,6,6,1,1,18
"62182",2,6,5,6,5,6,5,5,1,1,5,1,5,5,6,5,4,2,2,1,6,1,5,6,2,1,3,27
"62183",4,1,4,6,6,6,4,4,2,6,1,1,6,6,5,1,2,1,1,1,4,3,4,2,5,2,2,30
"62189",3,5,4,5,5,5,6,5,2,1,3,3,4,6,5,1,2,2,1,2,4,5,3,4,3,1,3,18
"62192",2,4,5,5,5,4,4,4,2,3,3,4,3,5,3,5,5,2,4,4,4,4,4,2,2,1,3,20
"62197",1,5,5,5,5,5,4,5,1,1,2,2,3,5,5,1,2,2,2,2,2,2,5,4,2,2,3,55
"62198",1,6,6,5,5,5,6,5,2,5,4,4,3,6,5,3,4,2,2,6,4,2,5,5,3,2,3,17
"62199",4,5,4,3,4,4,4,5,4,5,4,4,4,4,5,2,2,5,5,3,6,2,3,6,6,1,4,28
"62201",3,5,4,5,5,5,5,3,4,6,1,6,5,6,6,6,6,5,4,5,6,6,3,4,2,2,3,19
"62202",4,5,6,4,6,4,5,5,3,3,1,1,5,5,6,2,4,4,NA,1,6,2,5,5,3,2,3,19
"62203",1,6,6,6,6,6,5,6,1,3,1,1,6,6,6,1,1,1,3,3,6,1,6,5,3,2,NA,16
"62204",1,5,6,6,6,5,6,6,5,1,4,1,6,6,5,5,1,5,5,2,6,5,5,5,2,1,1,31
"62205",2,4,4,4,5,4,5,4,2,4,1,1,5,6,6,4,5,6,4,4,6,3,5,4,1,2,3,50
"62206",3,5,6,6,6,4,5,6,3,1,2,1,5,2,6,5,4,1,2,3,4,5,5,6,4,2,3,31
"62208",1,5,6,5,6,6,5,5,1,2,2,1,5,5,6,2,2,2,2,1,5,1,6,4,2,2,5,27
"62209",1,4,4,2,5,5,4,3,2,4,5,5,4,2,3,4,4,4,5,4,4,2,2,5,4,1,3,16
"62212",4,6,6,6,5,4,4,5,2,5,1,1,4,5,5,4,5,4,4,5,5,1,6,6,1,1,3,18
"62213",2,6,5,6,3,3,3,5,3,5,1,4,3,5,2,4,5,6,4,4,2,4,3,6,3,2,3,20
"62214",3,4,5,4,4,4,4,3,4,5,5,4,3,3,4,5,5,3,3,3,4,3,5,5,3,1,3,21
"62215",2,6,6,6,6,5,4,5,1,1,1,1,5,5,5,4,3,2,2,3,5,1,5,4,2,2,5,32
"62216",2,2,2,4,3,3,2,4,4,6,4,4,3,3,3,1,3,3,5,1,4,6,3,4,4,2,3,30
"62219",2,5,4,6,4,4,5,4,3,4,1,3,3,4,4,4,4,5,3,5,4,4,4,4,2,2,3,24
"62220",3,4,6,6,4,4,4,5,5,4,2,4,4,3,3,6,6,6,4,5,3,4,5,4,4,2,1,35
"62224",1,5,5,6,5,5,4,5,2,1,1,3,5,6,5,3,4,4,3,4,5,3,4,4,2,2,3,19
"62225",2,5,6,5,4,3,5,5,2,1,4,5,4,1,6,6,6,6,6,4,4,2,6,6,2,2,3,23
"62226",2,4,2,4,4,5,3,5,2,3,6,4,4,5,5,4,4,3,3,2,5,2,5,5,4,2,NA,16
"62227",1,6,6,6,6,6,4,4,3,4,1,1,6,6,6,1,2,4,2,2,6,1,6,6,1,1,4,21
"62228",1,6,6,6,5,5,4,6,2,2,2,4,4,6,3,5,6,3,2,4,3,5,3,3,1,2,3,22
"62231",1,5,5,6,5,2,4,5,5,5,3,5,5,5,2,3,4,4,4,2,1,4,3,5,4,2,3,20
"62233",2,5,5,5,5,5,5,5,2,1,2,2,4,5,5,1,1,1,1,1,5,1,5,2,2,1,4,26
"62237",3,4,5,5,5,4,4,5,4,4,5,4,3,NA,4,3,4,2,4,4,3,5,3,3,4,1,3,19
"62239",3,6,5,5,5,4,4,5,4,4,1,2,5,6,6,4,4,4,3,5,6,2,5,4,3,2,5,25
"62240",1,5,6,4,6,5,3,3,4,5,1,1,5,6,5,4,6,6,5,6,6,2,6,5,1,2,5,28
"62242",5,6,6,6,6,4,5,4,3,5,1,2,4,6,6,4,5,1,2,3,6,6,5,6,2,2,NA,17
"62244",1,6,6,1,5,5,6,6,5,6,1,3,6,5,5,4,4,1,2,2,5,3,4,5,5,2,NA,16
"62245",3,4,4,4,3,3,2,2,4,6,5,3,4,4,5,4,5,2,3,1,4,2,5,5,3,1,NA,17
"62246",4,5,5,6,6,3,5,6,2,1,6,6,1,5,6,2,3,3,2,1,5,3,1,3,4,1,1,29
"62252",3,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,3,3,3,4,3,4,4,3,2,2,19
"62259",1,5,5,6,5,5,6,2,1,5,3,3,5,6,4,2,4,5,4,4,6,1,6,6,1,2,4,47
"62260",1,5,5,5,4,4,4,4,2,2,4,4,4,2,5,1,2,1,1,2,4,2,5,6,2,2,4,52
"62261",2,6,6,5,5,5,2,6,5,5,6,5,3,4,2,2,2,2,4,2,4,5,3,4,3,2,4,22
"62263",3,5,6,4,5,4,3,5,3,4,1,2,4,5,4,2,3,5,4,3,4,3,5,6,5,1,3,18
"62264",4,5,4,5,4,5,5,4,1,1,2,2,4,5,5,3,4,4,4,4,5,1,5,4,1,2,3,30
"62265",2,6,4,2,5,5,5,4,2,4,2,4,3,2,6,2,5,6,5,2,6,1,6,NA,1,2,NA,17
"62266",5,2,3,2,3,5,4,3,2,3,4,5,4,4,1,2,4,5,5,4,5,1,5,6,3,1,3,31
"62267",1,6,5,6,5,5,6,6,2,1,5,2,5,1,6,5,4,5,4,2,6,5,3,6,5,1,2,56
"62272",3,4,4,4,4,6,6,5,1,2,2,2,5,5,6,2,2,2,2,4,5,6,6,6,4,2,4,28
"62276",1,6,6,4,6,4,5,5,2,3,1,1,6,6,5,3,5,5,2,2,5,5,6,6,NA,2,4,33
"62278",3,5,6,6,6,3,5,3,2,2,2,4,4,4,4,2,3,1,2,3,5,5,4,5,NA,2,3,30
"62279",1,6,5,4,5,6,5,5,1,2,1,4,1,5,4,2,4,4,2,6,2,1,4,6,4,2,3,23
"62280",2,5,5,6,5,4,4,4,1,2,3,2,4,5,5,1,1,1,2,1,5,2,4,5,2,2,3,20
"62281",1,6,6,6,6,5,4,6,1,2,1,2,6,6,6,1,4,4,1,1,5,4,6,4,4,2,2,27
"62282",3,5,5,6,1,6,5,5,4,6,1,1,6,3,6,6,6,6,5,1,6,1,6,3,1,1,2,25
"62287",2,4,4,6,2,5,5,5,2,1,3,6,5,4,5,5,5,6,5,5,5,2,4,6,1,2,2,27
"62288",3,5,6,4,6,2,1,5,6,6,1,1,5,5,1,1,1,3,6,4,6,2,2,4,1,2,NA,56
"62289",3,5,4,2,2,4,4,4,2,2,4,4,2,4,4,5,6,6,6,6,5,1,3,6,2,2,3,18
"62290",2,5,3,2,2,5,3,4,4,4,2,2,4,4,5,2,2,4,2,2,4,2,5,6,1,1,1,18
"62293",2,6,6,6,6,4,5,5,1,2,2,2,3,5,6,2,3,3,1,1,5,2,3,2,1,1,3,21
"62295",2,2,6,2,2,6,6,6,1,2,6,2,6,1,6,5,5,5,5,1,6,1,6,6,1,1,2,19
"62296",2,6,6,6,6,4,5,4,2,2,1,1,5,6,5,2,2,2,1,2,4,1,5,5,4,2,2,18
"62298",5,2,2,2,5,5,5,6,2,5,4,5,3,3,3,5,5,5,6,5,5,1,5,6,1,1,4,29
"62299",4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,1,4,33
"62300",3,3,4,6,3,4,4,3,4,4,5,5,2,3,5,4,5,4,4,2,5,2,3,4,3,1,3,31
"62301",1,6,5,6,5,5,5,5,2,4,2,2,5,5,5,2,4,2,4,1,5,1,6,6,1,2,5,33
"62303",2,NA,5,5,2,5,5,6,1,2,6,5,2,4,5,2,2,4,2,4,4,1,NA,4,4,2,5,28
"62305",4,5,5,6,4,4,4,3,3,4,6,6,3,2,3,4,4,3,3,5,NA,4,3,6,2,2,3,21
"62307",1,5,4,5,6,6,6,2,6,6,1,1,6,6,6,6,6,6,6,5,6,5,6,6,1,2,4,45
"62312",2,2,5,4,4,5,5,4,3,5,5,5,4,5,4,3,2,4,4,2,6,2,6,6,2,2,5,44
"62313",1,6,6,6,4,5,5,3,4,5,4,4,4,5,3,4,4,5,6,4,6,1,6,6,1,2,3,18
"62316",2,6,5,5,6,4,6,5,1,2,3,2,5,5,5,1,2,3,NA,2,5,2,6,4,2,2,5,27
"62317",4,4,3,2,3,4,4,5,2,3,2,4,4,1,5,6,6,5,5,5,4,1,5,5,4,2,4,45
"62325",1,4,6,6,6,5,6,4,1,1,3,4,6,6,6,1,3,3,4,2,6,1,6,5,1,2,2,18
"62327",2,6,6,6,5,4,6,6,2,5,6,6,2,3,4,5,NA,5,5,6,6,4,1,6,4,2,3,24
"62328",3,2,6,1,6,3,1,5,2,5,3,5,2,4,5,5,6,6,6,5,NA,2,1,6,1,2,2,48
"62330",3,5,5,5,5,3,5,5,2,1,1,1,5,6,5,6,6,5,5,3,5,5,6,6,4,2,3,29
"62333",1,6,6,6,6,6,6,6,1,1,5,1,6,6,6,1,6,1,1,1,6,1,3,6,1,2,1,51
"62335",2,5,5,6,4,3,3,4,4,2,5,5,4,3,3,2,4,5,6,4,4,5,4,5,4,2,2,50
"62336",1,5,4,3,2,6,5,2,1,5,2,2,1,2,2,4,4,5,5,2,4,3,4,5,3,2,2,36
"62339",3,5,3,4,4,3,2,5,4,5,2,5,3,3,4,4,5,4,2,2,4,5,3,5,4,2,NA,18
"62342",1,5,5,5,5,4,1,2,6,3,2,1,5,3,6,6,5,2,4,NA,6,1,6,6,1,2,4,52
"62343",2,4,2,6,5,5,4,4,6,5,5,6,3,3,5,4,4,4,3,4,3,2,2,2,4,2,5,38
"62344",1,6,5,6,5,5,6,4,2,4,1,1,5,6,6,2,2,4,2,2,4,5,6,5,1,2,3,17
"62345",2,4,4,6,5,4,4,4,3,4,1,1,5,5,6,2,4,3,3,1,6,1,6,4,2,2,5,53
"62346",1,5,5,5,5,5,4,5,3,3,3,2,5,5,5,5,5,4,4,3,6,4,6,6,2,2,5,35
"62347",2,4,5,6,5,4,3,3,5,5,5,4,5,3,1,3,4,4,5,5,4,2,4,5,2,2,3,21
"62348",5,5,5,6,5,4,5,6,4,3,5,4,4,4,6,6,6,6,5,4,3,6,3,5,4,1,3,29
"62349",2,5,5,6,5,6,6,5,1,3,1,1,4,4,6,4,4,1,5,3,5,2,4,6,1,2,5,36
"62350",2,5,1,6,4,4,4,6,4,2,4,3,4,5,4,3,5,4,4,4,4,4,5,5,4,2,3,19
"62351",4,6,6,4,4,6,4,6,1,4,1,5,5,2,5,4,6,4,2,5,6,3,4,6,2,2,3,23
"62352",2,5,5,6,5,5,5,5,1,1,2,2,4,5,4,3,4,4,4,4,4,3,4,5,3,2,2,39
"62353",3,5,1,4,4,2,4,4,4,4,4,2,5,4,5,4,4,5,2,1,5,1,6,5,1,2,3,19
"62354",2,5,5,4,5,4,4,5,3,2,4,5,5,6,3,5,6,2,1,4,4,5,4,3,3,2,NA,17
"62358",2,3,6,4,5,3,3,5,3,4,3,1,6,5,6,1,2,4,4,1,6,5,6,6,4,2,3,18
"62359",1,5,5,6,5,5,5,5,2,4,4,NA,4,5,3,3,5,4,4,4,5,5,4,5,3,2,3,25
"62360",4,2,5,5,5,4,4,3,4,6,4,2,3,3,4,2,2,4,3,2,4,3,3,5,4,2,NA,15
"62362",1,5,5,5,4,5,4,5,4,5,5,5,1,2,4,5,5,2,3,3,4,2,5,6,1,1,3,20
"62363",2,5,5,6,6,4,5,2,4,4,6,5,5,4,4,1,3,4,4,6,5,2,5,5,3,2,NA,14
"62366",4,3,6,6,6,5,6,5,1,3,1,1,3,5,6,1,6,4,2,1,5,1,5,1,2,2,3,20
"62367",3,4,6,6,6,6,4,5,1,2,4,1,5,4,5,5,5,4,4,6,4,4,5,5,2,1,1,25
"62368",1,6,1,6,5,4,1,2,5,6,1,1,5,5,6,2,4,6,6,5,6,1,6,6,1,2,5,64
"62369",1,5,3,6,5,2,5,5,1,2,2,4,6,5,5,1,2,2,3,3,6,1,5,6,1,2,2,18
"62370",1,6,6,4,5,4,5,2,3,6,3,4,4,6,4,2,4,4,2,5,5,1,4,5,2,2,3,20
"62371",4,5,2,6,5,3,2,4,3,6,1,5,4,3,2,5,6,2,2,5,4,2,4,5,3,2,1,19
"62375",1,6,5,3,6,5,6,6,1,2,4,4,4,6,5,4,4,3,2,1,6,1,5,6,1,2,5,32
"62376",NA,5,4,3,4,4,3,3,3,4,4,2,4,4,4,3,3,4,3,2,5,2,4,4,3,1,2,49
"62377",4,6,5,6,6,5,5,5,5,4,1,1,6,6,6,4,4,6,4,1,6,2,6,6,2,1,2,45
"62380",1,6,5,2,2,4,1,5,6,6,6,6,3,2,1,4,5,5,5,2,5,6,5,6,2,1,1,18
"62382",6,6,6,6,6,3,6,2,5,5,2,2,6,6,6,6,6,6,6,6,6,5,5,6,2,2,5,28
"62384",1,4,2,5,3,5,5,5,3,4,4,5,3,3,2,2,2,3,4,5,4,2,4,5,2,2,5,22
"62387",3,5,4,4,3,5,5,4,2,4,5,2,3,4,4,4,4,4,3,2,6,1,5,5,2,2,4,25
"62390",1,6,6,6,6,6,5,4,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,2,5,34
"62391",2,5,5,5,3,5,5,5,1,4,4,4,3,3,5,4,4,4,4,2,6,1,5,4,1,2,5,42
"62394",1,5,3,5,4,5,4,3,1,4,3,2,4,5,5,3,4,2,3,2,5,4,4,5,1,2,3,37
"62397",1,6,5,6,6,6,6,6,1,1,1,1,4,6,5,1,1,1,1,1,6,1,6,6,1,2,3,42
"62401",1,5,5,6,4,5,5,4,1,1,3,3,3,4,5,2,2,2,2,4,5,1,5,5,1,2,5,23
"62408",4,4,5,1,5,5,4,4,2,5,1,4,6,6,5,3,4,4,2,5,3,3,5,6,5,2,4,29
"62412",2,3,4,1,2,3,5,3,1,1,6,6,1,2,3,1,1,2,2,2,5,2,3,5,3,1,2,18
"62416",2,6,6,4,6,6,5,5,3,2,1,1,3,6,5,1,1,1,1,1,5,1,5,1,6,2,3,22
"62419",4,6,6,6,5,4,5,6,NA,1,1,3,6,6,6,1,6,6,3,4,6,1,6,5,1,2,3,30
"62421",4,4,4,4,5,5,5,4,2,3,4,2,4,4,5,2,4,5,4,5,4,1,4,5,3,2,3,38
"62423",2,6,5,6,3,5,6,5,2,3,3,2,5,5,5,3,5,5,1,4,4,2,4,6,2,2,2,53
"62426",2,4,4,6,NA,5,4,5,4,4,6,4,4,5,2,1,2,3,4,2,3,1,2,4,5,1,3,28
"62433",5,6,6,5,6,5,6,2,2,4,3,4,5,5,5,3,3,2,4,3,6,4,5,6,4,1,3,18
"62434",1,5,6,6,6,6,5,5,1,1,2,4,5,6,5,2,3,2,2,4,5,1,4,5,2,2,4,31
"62435",2,5,5,4,6,5,5,5,2,2,5,4,5,4,5,1,1,1,1,3,5,4,4,4,2,2,1,32
"62438",4,4,4,NA,5,4,4,4,NA,3,4,2,4,NA,5,4,4,4,4,4,5,4,NA,5,2,2,5,40
"62440",1,6,5,5,6,3,4,5,5,6,4,5,6,6,4,4,4,4,6,4,6,1,6,6,3,2,NA,15
"62443",4,2,4,6,5,5,5,4,1,2,3,2,3,5,5,3,4,2,1,1,3,4,1,4,2,2,2,23
"62444",2,5,5,4,4,2,3,3,4,3,1,6,4,3,6,4,5,4,4,2,6,2,5,6,2,2,4,34
"62447",2,6,6,6,6,5,5,5,1,5,5,1,5,5,6,5,5,5,4,2,6,2,6,5,1,1,5,29
"62448",1,6,2,6,5,5,5,5,4,2,2,6,1,4,5,4,2,1,2,3,6,5,3,6,5,2,3,51
"62450",1,6,6,6,6,6,5,3,3,4,2,1,5,5,6,2,4,4,3,1,6,1,6,6,2,2,3,22
"62453",2,5,5,6,4,4,5,4,2,3,2,3,4,4,5,3,3,1,1,2,5,1,4,4,2,2,3,38
"62454",3,3,6,2,6,3,4,3,4,4,1,1,6,6,5,3,3,4,1,2,NA,4,6,5,2,2,5,26
"62457",4,4,NA,3,4,5,3,4,3,3,2,2,3,3,5,3,3,2,2,2,5,2,3,4,5,2,2,36
"62462",1,5,3,4,4,6,4,4,1,1,3,4,3,5,5,3,3,3,1,3,4,4,3,4,3,2,3,19
"62463",2,6,5,4,5,5,2,5,3,2,2,4,4,6,4,5,5,4,4,5,2,4,4,5,3,2,3,33
"62464",1,5,5,6,5,5,4,4,4,4,1,2,4,6,4,4,5,5,3,5,2,2,6,5,2,2,1,40
"62467",3,4,3,5,5,3,2,2,3,2,4,2,3,4,3,2,3,2,3,1,5,3,4,4,4,2,5,26
"62468",1,6,6,5,2,4,2,2,5,4,6,1,5,6,1,3,5,4,4,2,6,1,4,6,3,2,NA,12
"62469",3,5,5,4,4,5,5,6,1,1,2,1,4,5,5,4,4,2,1,2,5,1,5,5,1,2,3,30
"62470",2,6,5,5,6,5,4,2,2,4,2,4,5,5,3,1,NA,1,1,2,4,2,4,5,3,2,1,59
"62474",4,5,5,4,5,2,6,6,1,1,6,1,5,5,5,4,5,3,4,5,6,1,6,5,1,2,3,32
"62476",4,3,2,5,3,4,2,4,4,5,5,4,4,4,2,5,4,5,5,3,6,1,6,6,3,1,2,30
"62479",1,4,6,5,6,5,6,5,1,1,2,2,6,6,4,4,4,2,1,1,5,1,6,5,2,2,4,32
"62480",1,5,6,6,3,5,5,4,2,4,1,3,4,5,5,5,5,4,5,5,5,2,5,6,1,2,5,29
"62481",3,4,4,5,4,5,5,6,1,2,3,3,2,4,5,4,4,4,2,1,5,3,2,3,4,1,3,27
"62486",3,4,5,2,3,5,3,4,1,1,6,5,2,1,3,3,3,2,3,2,5,5,2,2,5,2,3,48
"62489",1,6,5,6,5,4,4,5,2,5,3,2,5,5,4,1,1,1,1,1,6,1,4,5,2,2,4,39
"62491",3,6,6,6,4,5,2,5,4,3,4,2,3,4,5,4,4,6,5,4,3,6,1,5,4,2,3,22
"62493",1,6,3,5,3,2,3,2,3,4,4,2,3,3,4,4,6,6,6,6,6,1,4,6,1,2,3,26
"62494",1,2,1,4,2,6,5,5,1,1,6,6,4,1,3,2,5,1,5,5,6,1,5,6,1,2,3,26
"62496",3,5,5,6,3,5,2,4,1,5,1,1,3,3,5,5,5,2,2,2,6,1,6,4,1,2,2,39
"62497",4,6,5,6,6,5,3,2,3,5,1,2,3,4,5,4,4,5,1,5,6,3,4,4,5,2,3,32
"62498",1,5,6,6,6,1,5,6,4,1,6,6,3,2,5,4,1,2,6,6,6,5,2,6,5,2,3,52
"62499",3,5,5,6,5,5,4,5,2,3,2,4,4,5,4,4,5,5,5,4,5,2,3,5,4,2,3,40
"62500",3,6,5,6,6,5,6,5,1,3,1,2,5,6,6,2,4,3,2,2,5,3,5,4,3,2,2,40
"62502",1,6,6,6,6,1,5,6,1,1,1,6,5,5,1,1,3,1,2,1,6,1,5,6,1,2,3,40
"62505",1,6,4,6,6,5,6,4,3,4,3,2,5,6,2,5,6,6,6,6,6,6,6,6,1,2,3,40
"62508",3,6,5,6,5,5,6,6,1,2,1,2,5,6,6,5,2,1,NA,4,4,5,6,5,4,2,2,24
"62509",1,6,6,5,6,6,5,6,2,2,5,4,5,3,3,1,5,5,5,6,6,5,3,6,1,2,3,23
"62512",5,NA,5,6,5,6,6,5,NA,2,5,2,6,3,6,4,NA,NA,4,1,6,1,3,2,1,2,3,26
"62514",5,NA,5,6,5,6,6,5,1,2,5,2,6,3,6,4,3,2,4,1,6,1,3,2,1,2,3,26
"62518",2,6,6,6,6,6,6,5,1,1,1,1,6,5,6,1,1,2,2,1,6,1,6,5,1,2,2,51
"62520",NA,6,6,6,6,4,5,4,1,1,4,1,6,6,6,1,3,3,2,NA,6,1,3,4,1,2,1,39
"62522",1,6,6,6,6,6,5,4,2,3,1,1,6,6,5,1,2,2,1,2,5,1,6,5,3,2,3,20
"62526",2,6,5,6,5,5,4,1,3,1,4,1,6,6,5,5,5,5,5,5,4,1,6,5,5,2,1,19
"62527",2,5,2,4,2,2,3,2,3,5,5,5,4,2,5,3,4,4,4,4,5,3,5,5,2,1,5,28
"62528",2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,2,5,3,5,2,5,2,5,6,1,1,1,35
"62529",2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,4,2,5,2,5,2,5,6,1,1,1,35
"62530",2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,4,3,4,2,5,2,5,6,1,1,1,35
"62531",2,5,2,5,5,5,6,5,1,3,2,2,5,2,4,1,5,4,4,2,5,2,5,6,1,1,1,35
"62532",2,5,5,5,5,5,6,4,2,4,2,2,4,2,4,1,5,4,4,2,5,2,5,6,1,1,1,35
"62533",2,5,5,5,5,5,6,4,2,4,2,2,4,3,5,1,5,4,4,2,5,2,5,6,1,1,1,35
"62535",2,5,5,5,5,5,6,4,2,4,2,2,4,3,5,1,5,4,4,2,5,3,5,6,2,1,1,35
"62537",2,5,2,6,5,2,2,2,4,5,2,1,4,5,2,2,2,2,2,1,6,5,2,3,4,2,4,32
"62538",4,5,6,6,3,6,6,6,1,1,2,4,4,5,6,6,6,6,3,2,6,1,6,6,1,2,3,24
"62541",2,6,6,6,5,6,5,6,4,4,4,1,4,6,5,1,1,1,5,1,6,1,6,6,1,2,1,23
"62542",5,4,5,6,4,6,5,6,1,3,5,5,5,5,6,6,6,4,6,5,5,6,4,6,1,1,3,39
"62543",2,5,6,5,5,4,5,5,1,NA,6,5,3,2,5,4,4,1,1,1,6,1,4,6,1,1,4,48
"62545",1,4,4,5,4,2,5,2,4,3,6,5,3,5,5,6,6,6,5,6,3,6,4,5,2,2,1,26
"62546",4,4,4,5,5,4,4,4,2,4,4,5,4,5,5,4,4,5,3,2,4,5,5,4,2,1,3,28
"62547",1,6,6,6,5,6,5,6,5,4,5,1,5,6,5,1,1,2,5,1,6,4,6,6,2,2,1,23
"62548",2,6,6,5,4,4,3,5,1,2,5,2,4,2,5,1,1,1,5,1,5,6,2,5,2,1,3,24
"62550",2,5,6,6,5,4,4,4,2,4,3,3,5,5,5,2,3,2,2,1,4,2,5,5,3,2,3,29
"62551",5,4,2,2,1,4,4,3,6,6,4,1,4,2,6,6,6,6,6,6,6,3,1,6,1,2,NA,19
"62552",6,1,1,4,1,6,6,6,1,1,6,6,1,1,2,1,1,1,1,1,6,5,6,6,4,1,3,29
"62553",1,6,6,6,5,6,6,6,1,1,2,3,6,5,6,3,3,3,1,2,6,1,6,5,1,2,3,26
"62555",4,4,3,4,2,3,4,4,5,5,6,5,2,2,2,5,4,4,5,5,5,5,4,4,3,2,NA,15
"62556",4,5,5,5,4,5,5,4,3,3,3,2,5,5,6,4,2,3,1,3,4,1,5,NA,2,2,3,37
"62557",3,6,6,6,5,5,5,5,1,2,1,1,5,5,6,4,4,3,2,1,6,1,5,5,1,1,3,30
"62559",5,6,5,6,5,5,5,5,4,3,3,2,5,6,5,2,3,2,5,4,6,1,5,2,1,2,3,36
"62561",1,6,5,6,5,6,4,5,1,1,1,1,5,5,6,4,5,4,1,5,5,6,5,5,2,2,3,33
"62562",2,5,4,6,5,3,5,5,1,2,4,3,2,5,6,2,2,1,1,2,5,2,4,3,4,1,3,23
"62565",1,6,6,6,6,1,6,6,1,1,1,1,6,6,6,1,4,5,1,1,6,1,6,6,1,2,2,22
"62567",2,5,6,5,4,6,6,4,1,5,1,2,4,5,5,5,5,5,2,2,6,1,6,6,1,2,3,17
"62570",2,2,2,1,3,3,4,2,5,5,5,6,2,1,1,2,3,1,2,5,6,2,6,6,1,1,2,28
"62573",5,4,4,4,3,6,6,6,1,6,3,2,4,4,5,6,6,4,4,3,6,3,5,4,3,2,3,36
