"","active","afraid","alert","angry","anxious","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","cheerful","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","idle","inactive","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","tranquil","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","alone","kindly","scornful","EA","TA","PA","NegAff","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","MSQ_Round","ID","condition","MSQ_Time","TOD","TOD24","scale","exper"
"66",0,1,NA,0,NA,0,0,0,1,0,1,1,3,1,NA,1,1,1,0,0,1,1,2,2,0,0,0,0,1,1,0,1,1,0,1,0,NA,NA,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,2,2,0,1,1,0,0,1,3,NA,1,1,0,1,0,0,0,0,1,3,15,NA,7,11,12,0,5,4,9,23,3,8.8,8.5,8.5,"msq","Fern"
"67",0,0,0,0,NA,0,0,0,0,0,0,0,1,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,2,0,2,0,0,0,13,14,1,0,10,18,3,4,4,9,24,3,8.8,8.5,8.5,"msq","Fern"
"68",0,0,0,0,NA,0,0,0,3,2,0,0,1,3,NA,0,3,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,2,0,0,0,0,0,3,2,2,0,2,3,0,3,0,3,2,2,1,0,2,2,0,0,3,NA,0,0,0,0,2,0,0,2,0,2,3,8,0,14,4,3,11,3,9,29,3,8.8,8.5,8.5,"msq","Fern"
"69",1,0,2,0,NA,0,0,0,1,0,3,1,0,1,NA,0,1,1,0,1,2,1,2,0,0,1,1,0,0,1,0,0,1,0,1,0,NA,NA,0,0,2,2,1,1,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,1,1,0,2,2,NA,0,0,0,2,2,1,1,2,0,9,14,12,5,15,11,3,12,2,9,30,3,8.8,8.5,8.5,"msq","Fern"
"70",1,0,0,0,NA,0,0,0,3,1,1,0,1,3,NA,0,3,3,1,0,1,0,3,0,1,1,1,1,0,0,0,0,1,0,3,0,NA,NA,0,0,2,0,0,0,0,0,2,1,2,0,1,3,0,1,0,2,3,3,1,0,3,1,0,0,3,NA,0,0,0,0,3,0,0,2,0,2,5,10,0,19,7,2,10,7,9,3,3,8.8,8.5,8.5,"msq","Fern"
"71",1,0,2,0,NA,1,0,0,1,2,1,0,2,1,NA,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,NA,NA,1,1,1,0,0,1,1,0,2,1,0,0,2,2,0,1,0,0,1,1,1,0,1,1,0,1,1,NA,0,0,0,2,2,1,1,2,0,13,10,8,1,7,15,4,1,5,9,4,3,8.8,8.5,8.5,"msq","knob"
"72",0,0,0,0,NA,0,0,0,0,0,0,1,2,0,NA,1,1,1,1,1,1,1,3,1,0,0,0,0,0,1,0,2,2,0,0,1,NA,NA,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,3,2,1,1,1,0,0,1,3,NA,1,1,0,0,1,0,1,1,0,0,15,2,6,11,4,4,8,3,9,9,3,8.8,8.5,8.5,"msq","knob"
"73",0,0,0,0,NA,0,0,0,1,1,1,0,1,2,NA,0,3,3,0,0,1,0,2,1,0,0,1,0,0,0,0,1,1,0,2,0,NA,NA,0,0,1,1,1,0,0,0,3,0,0,1,1,1,0,2,0,2,3,3,0,0,2,0,0,1,3,NA,0,0,0,2,1,1,0,1,0,4,8,4,2,18,14,3,12,4,9,11,3,8.8,8.5,8.5,"msq","knob"
"74",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,NA,NA,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,2,0,1,1,1,0,0,2,NA,1,1,0,0,0,0,1,0,0,6,14,1,5,9,15,3,4,4,9,14,3,8.8,8.5,8.5,"msq","knob"
"75",1,0,1,0,NA,0,0,0,2,2,1,0,1,3,NA,0,3,3,2,0,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,0,NA,NA,0,0,1,0,1,1,0,0,0,1,2,0,2,2,0,2,0,2,1,0,2,0,2,1,0,0,2,NA,0,0,0,1,3,1,0,3,0,11,7,11,1,12,8,4,10,1,9,15,3,8.8,8.5,8.5,"msq","knob"
"76",0,0,1,0,NA,0,0,0,3,2,1,0,3,2,NA,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,2,0,0,0,0,2,0,0,0,0,NA,0,0,0,2,2,0,0,2,0,11,8,2,0,18,5,1,9,8,9,18,3,8.8,8.5,8.5,"msq","knob"
"77",1,0,1,0,NA,1,0,0,3,3,2,0,1,2,NA,0,3,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,2,0,0,0,1,0,3,0,0,1,3,3,0,2,0,3,1,1,1,0,2,1,0,0,1,NA,0,0,0,2,0,2,1,0,0,12,2,8,0,12,7,1,10,2,9,23,3,8.8,8.5,8.5,"msq","knob"
"78",3,0,2,0,NA,2,0,0,3,2,2,0,0,2,NA,0,2,2,1,0,2,0,1,0,0,1,2,1,0,0,2,0,0,0,2,0,NA,NA,1,0,2,0,0,2,2,0,2,2,2,1,2,2,0,1,0,2,0,1,1,0,1,2,0,2,1,NA,0,0,2,2,2,2,2,2,0,21,8,19,0,11,12,2,7,3,9,24,3,8.8,8.5,8.5,"msq","knob"
"79",2,0,2,0,NA,0,0,0,3,2,1,0,0,3,NA,0,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,2,0,0,2,1,0,0,2,3,0,3,0,3,0,2,1,0,2,2,0,0,0,NA,0,0,2,2,2,2,0,2,0,20,4,10,0,15,5,5,8,6,9,25,3,8.8,8.5,8.5,"msq","knob"
"80",2,2,2,1,NA,2,0,1,1,2,2,1,1,2,NA,3,2,0,0,2,3,2,1,1,0,1,3,2,2,3,1,1,1,1,0,2,NA,NA,3,3,2,1,2,2,3,1,1,1,3,2,2,1,1,0,1,1,1,1,1,0,1,3,0,3,2,NA,1,2,3,1,1,2,3,1,3,17,20,25,14,15,14,2,5,8,9,3,3,8.8,8.5,8.5,"msq","post"
"81",1,0,1,2,NA,0,0,0,0,1,1,1,1,1,NA,1,1,0,0,1,1,1,2,1,0,0,0,0,0,2,0,1,3,1,0,1,NA,NA,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,0,0,1,3,1,0,1,1,2,0,1,2,NA,1,2,1,0,1,0,1,0,1,4,14,9,8,13,18,0,8,3,9,4,3,8.8,8.5,8.5,"msq","post"
"82",1,0,1,0,NA,0,0,0,2,1,3,0,1,2,NA,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,NA,NA,0,0,2,0,0,1,0,0,1,0,0,1,2,2,0,1,0,2,2,1,1,0,2,1,0,0,2,NA,0,0,0,0,1,1,0,1,0,8,7,10,0,19,17,3,10,7,9,7,3,8.8,8.5,8.5,"msq","post"
"83",3,0,3,0,NA,0,0,0,3,3,3,0,1,3,NA,NA,3,2,2,0,2,0,0,0,1,3,2,2,0,0,3,0,0,0,2,0,NA,NA,2,3,1,0,0,3,0,1,2,1,3,NA,2,3,0,3,0,2,0,0,2,0,1,2,0,0,0,NA,0,0,2,3,2,3,1,1,0,29,NA,23,1,13,8,3,9,3,9,8,3,8.8,8.5,8.5,"msq","post"
"84",1,0,1,1,NA,1,0,0,1,1,2,1,0,0,NA,1,2,1,0,1,3,1,0,0,0,2,1,0,0,2,1,1,0,0,0,0,NA,NA,2,2,1,0,1,0,1,2,1,0,1,1,1,1,1,1,1,0,1,2,1,2,1,1,0,1,1,NA,1,1,0,2,2,1,1,2,0,14,16,13,6,9,11,3,5,3,9,9,3,8.8,8.5,8.5,"msq","post"
"85",0,0,1,0,NA,0,0,0,3,3,1,0,1,2,NA,0,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,NA,NA,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,2,0,2,1,1,1,0,1,1,0,0,1,NA,0,0,0,1,2,1,0,2,0,8,6,5,0,16,2,3,10,4,9,10,3,8.8,8.5,8.5,"msq","post"
"86",0,0,0,0,NA,0,0,0,1,2,0,0,3,3,NA,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,1,1,0,0,0,1,0,0,0,2,2,0,1,0,2,2,1,1,0,3,1,0,1,1,NA,0,0,0,0,0,0,0,0,1,4,6,1,3,7,23,1,3,2,9,11,3,8.8,8.5,8.5,"msq","post"
"87",2,0,1,0,NA,1,0,0,2,1,1,1,1,2,NA,0,1,1,0,1,1,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,NA,NA,1,1,1,0,0,1,1,0,2,1,0,0,3,2,0,1,0,2,1,0,1,0,1,2,0,0,1,NA,0,0,1,2,2,0,1,2,0,16,7,9,0,11,8,3,7,3,9,12,3,8.8,8.5,8.5,"msq","post"
"88",0,0,0,2,NA,0,0,0,1,1,0,1,3,1,NA,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,0,0,0,1,0,0,0,0,3,0,0,1,1,2,0,1,0,1,3,3,0,0,3,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,6,0,1,17,7,1,10,5,9,16,3,8.8,8.5,8.5,"msq","post"
"89",0,0,1,0,NA,0,0,0,2,1,0,0,0,1,NA,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,1,NA,NA,0,0,2,3,0,0,0,0,2,0,0,0,2,1,0,0,0,0,3,3,0,0,1,0,0,1,2,NA,0,0,0,0,0,0,0,0,0,2,9,3,4,12,21,1,7,5,9,26,3,8.8,8.5,8.5,"msq","post"
"90",1,0,1,0,NA,1,0,0,2,1,1,0,1,3,NA,0,3,1,1,0,2,0,3,0,1,1,1,1,0,0,1,0,0,0,1,0,NA,NA,1,2,1,0,0,1,0,0,2,1,3,1,3,3,0,1,0,2,3,2,1,0,3,2,0,0,3,NA,0,0,1,1,3,0,0,2,0,6,5,14,0,12,8,4,6,4,9,27,3,8.8,8.5,8.5,"msq","post"
"91",1,0,2,0,NA,1,0,0,3,2,2,0,0,3,NA,0,3,3,1,0,2,0,1,0,1,1,1,1,0,0,1,0,0,0,3,0,NA,NA,2,2,2,0,0,1,0,0,2,2,2,1,1,3,0,3,0,1,1,1,2,0,2,2,0,0,2,NA,0,0,1,1,3,1,0,3,0,12,7,17,0,20,7,2,13,7,9,28,3,8.8,8.5,8.5,"msq","post"
"92",1,0,0,0,NA,0,0,0,2,1,1,0,1,3,NA,0,1,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,0,0,0,2,0,1,1,3,2,0,1,0,2,1,1,1,0,3,1,0,0,1,NA,0,0,0,1,1,0,0,1,0,8,3,7,0,3,3,3,0,2,9,1,3,8.8,8.5,8.5,"msq","sett"
"93",2,0,2,0,NA,1,0,0,1,1,1,1,2,1,NA,0,1,1,1,0,0,0,1,1,0,2,1,0,0,0,1,1,1,0,1,0,NA,NA,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,NA,0,1,1,2,1,2,1,1,0,17,10,9,1,18,12,2,8,8,9,4,3,8.8,8.5,8.5,"msq","sett"
"94",0,0,0,0,NA,0,0,0,3,3,0,0,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,3,0,0,1,2,3,0,0,0,2,1,1,0,0,2,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,7,2,0,0,9,6,4,7,2,9,5,3,8.8,8.5,8.5,"msq","sett"
"95",0,0,1,0,NA,0,0,0,1,2,1,1,3,1,NA,1,1,1,1,1,1,1,2,2,0,0,0,0,0,1,0,1,2,0,1,1,NA,NA,0,2,0,1,0,0,1,0,2,1,0,1,3,1,1,1,0,1,2,1,1,1,2,2,0,0,3,NA,1,1,0,1,1,0,1,1,1,3,8,5,4,3,17,3,0,3,9,10,3,8.8,8.5,8.5,"msq","sett"
"96",0,3,1,0,NA,2,0,0,0,0,0,0,0,0,NA,3,1,0,0,2,3,3,1,1,0,0,0,0,3,3,0,0,3,0,0,2,NA,NA,1,3,0,3,0,0,2,3,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,3,3,NA,0,3,0,0,0,0,2,0,0,4,27,5,20,7,14,3,5,0,9,11,3,8.8,8.5,8.5,"msq","sett"
"97",1,0,1,0,NA,0,0,0,2,1,1,0,2,3,NA,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,1,0,0,0,0,2,0,2,1,2,2,0,1,0,3,3,3,1,0,2,1,0,0,3,NA,0,0,0,0,1,0,1,1,0,1,5,7,1,14,7,1,9,3,9,13,3,8.8,8.5,8.5,"msq","sett"
"98",1,0,1,0,NA,0,0,0,2,3,1,0,1,2,NA,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,NA,NA,0,0,2,0,0,0,0,0,2,1,1,1,2,2,0,1,0,3,2,2,1,0,2,1,0,0,1,NA,0,0,0,1,1,0,0,1,0,7,4,8,0,19,12,2,10,7,9,14,3,8.8,8.5,8.5,"msq","sett"
"99",1,0,0,0,NA,0,0,0,2,2,1,1,1,3,NA,0,1,1,1,1,1,0,3,1,1,1,1,1,0,0,0,0,1,0,1,0,NA,NA,0,0,2,0,1,1,2,0,0,1,1,0,1,2,1,2,0,1,2,1,2,0,3,0,0,0,1,NA,0,0,0,1,1,0,2,2,0,7,7,8,1,15,8,0,8,5,9,17,3,8.8,8.5,8.5,"msq","sett"
"100",0,0,2,0,NA,1,0,0,1,1,1,1,1,1,NA,1,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,NA,NA,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,NA,0,0,0,2,0,1,0,0,0,12,13,7,2,9,11,2,3,5,9,18,3,8.8,8.5,8.5,"msq","sett"
"101",2,0,1,0,NA,1,0,0,3,2,1,0,0,1,NA,0,1,2,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,NA,NA,1,0,1,0,0,1,0,1,2,2,1,2,1,2,0,2,0,1,0,0,1,0,2,1,0,1,0,NA,0,0,1,2,2,1,0,1,0,18,8,10,1,6,12,3,4,2,9,25,3,8.8,8.5,8.5,"msq","sett"
"102",0,0,0,0,NA,0,0,0,1,1,1,0,2,1,NA,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,0,0,0,0,1,0,0,0,2,0,0,1,1,2,0,1,0,1,1,2,1,0,2,2,0,1,1,NA,0,0,0,1,0,0,0,0,0,7,10,3,1,6,12,3,4,2,9,26,3,8.8,8.5,8.5,"msq","sett"
"103",0,0,0,1,0,0,0,0,1,0,2,1,3,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,2,1,0,0,1,3,1,0,0,1,0,0,1,3,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,19,3,2,5,9,1,2,9,8.5,8.5,"r","FLAT"
"104",0,0,0,3,3,0,0,0,0,0,0,3,3,3,NA,0,0,0,0,3,0,0,NA,3,0,0,0,0,0,3,0,3,3,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,3,0,0,3,0,0,0,3,0,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17,14,1,10,6,9,6,2,9,8.5,8.5,"r","FLAT"
"105",1,0,1,0,1,0,0,0,1,1,1,0,1,2,1,0,1,2,2,1,0,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1,1,1,0,1,1,0,1,1,1,0,1,2,1,2,0,2,1,1,2,0,1,1,0,0,2,1,1,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,17,6,5,11,5,9,7,2,9,8.5,8.5,"r","FLAT"
"106",3,0,1,0,0,0,0,0,3,1,2,0,0,3,2,0,2,2,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,2,1,0,0,2,0,2,0,1,1,1,2,0,1,2,0,0,1,1,0,0,0,2,3,0,NA,NA,NA,NA,NA,NA,NA,18,5,1,11,5,9,8,2,9,8.5,8.5,"r","FLAT"
"107",0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,3,3,0,0,0,0,0,0,3,2,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,15.8,6.3,1,8.5,5,9,9,2,9,8.5,8.5,"r","FLAT"
"108",0,1,0,0,1,0,0,0,1,1,1,0,2,1,0,0,1,1,0,0,1,1,2,2,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,2,0,0,1,1,2,2,1,0,2,0,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,12,0,4,2,9,10,2,9,8.5,8.5,"r","FLAT"
"109",2,0,2,0,0,0,0,0,3,2,2,0,1,3,2,0,3,3,2,0,3,0,0,0,0,2,2,2,0,0,1,0,0,0,2,0,0,0,3,0,2,0,0,2,0,0,0,2,3,0,3,3,1,3,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,2,3,2,NA,NA,NA,NA,NA,NA,NA,10,11,3.2,8,2,9,12,2,9,8.5,8.5,"r","FLAT"
"110",1,0,1,0,0,1,0,0,2,1,1,1,1,2,0,1,3,2,0,1,2,0,2,2,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,2,2,2,1,0,1,1,1,1,2,1,2,2,0,1,1,0,2,3,0,0,2,1,0,0,2,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,19,11,1,11,7,9,14,2,9,8.5,8.5,"r","FLAT"
"111",0,0,1,0,0,0,0,0,3,1,0,0,1,3,0,0,2,1,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,0,0,0,2,2,2,0,2,3,0,2,0,2,3,3,1,0,2,1,0,0,3,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,16,7,2,10,4,9,15,2,9,8.5,8.5,"r","FLAT"
"112",1,1,1,1,1,0,1,0,1,1,1,1,2,1,0,0,1,1,0,2,0,1,1,1,0,0,0,0,1,2,0,2,2,0,0,2,1,1,0,1,0,2,2,1,1,1,1,0,0,0,2,0,1,1,1,0,2,2,1,1,1,1,1,1,2,1,2,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,7,3,3,3,2,9,19,2,9,8.5,8.5,"r","FLAT"
"113",0,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,1,3,3,1,0,2,0,0,1,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,16,13,2,8,6,9,20,2,9,8.5,8.5,"r","FLAT"
"114",1,1,2,0,1,2,0,2,2,1,3,0,1,2,2,1,1,2,1,1,2,1,0,0,2,2,1,2,2,1,1,0,1,0,1,0,1,1,1,2,3,0,1,1,0,2,1,2,1,1,3,1,0,2,2,2,3,2,0,1,1,2,1,1,2,2,0,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,12,12,3,7,4,9,21,2,9,8.5,8.5,"r","FLAT"
"115",1,0,1,0,0,0,0,NA,2,1,1,0,2,2,0,0,1,1,1,0,2,0,2,2,0,0,0,1,0,0,1,0,1,0,1,0,NA,2,1,0,1,1,0,1,0,0,1,1,0,1,2,0,0,2,0,1,3,1,1,0,1,1,0,0,3,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,12,8,3,8,3,9,22,2,9,8.5,8.5,"r","FLAT"
"116",0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,2,2,0,1,0,1,3,3,0,0,1,0,0,0,3,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,14,9,1,8,5,9,28,2,9,8.5,8.5,"r","FLAT"
"117",0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,3,1,0,1,0,1,0,2,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,15,15,1,7,6,9,29,2,9,8.5,8.5,"r","FLAT"
"118",0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,2,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,1,0,1,1,1,2,0,1,0,0,0,1,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,13,18,0,8,3,9,30,2,9,8.5,8.5,"r","FLAT"
"119",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,14,14,0,8,5,9,31,2,9,8.5,8.5,"r","FLAT"
"120",1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,2,0,0,1,0,0,2,1,1,1,2,2,0,1,0,1,3,3,1,0,1,0,0,0,3,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,7,20,2,3,3,9,42,2,9,8.5,8.5,"r","FLAT"
"121",1,0,1,0,0,0,0,0,2,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,9,5,4,9,0,9,43,2,9,8.5,8.5,"r","FLAT"
"122",0,3,1,3,3,0,3,0,0,0,2,2,1,1,0,3,1,0,0,2,3,3,2,3,0,0,0,1,3,3,0,2,1,3,0,0,0,3,0,1,2,1,2,0,3,3,1,0,3,0,3,0,3,0,2,0,3,3,0,3,1,0,0,3,3,0,2,3,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,4,17,3,1,1,9,44,2,9,8.5,8.5,"r","FLAT"
"123",1,0,1,0,1,1,0,0,2,1,1,0,3,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,0,2,1,2,2,0,1,0,1,2,0,1,1,2,1,1,0,0,1,1,1,1,2,1,0,1,0,1,2,2,1,0,1,1,1,2,2,1,2,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,11,4,3,9,2,9,45,2,9,8.5,8.5,"r","FLAT"
"124",0,0,1,3,1,1,0,0,0,0,1,1,1,1,0,0,2,0,0,1,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,3,0,0,2,1,0,1,0,0,0,0,1,0,0,0,2,3,0,0,NA,1,0,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,11,10,3,6,5,9,46,2,9,8.5,8.5,"r","FLAT"
"125",0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,15,4,3,10,4,9,51,2,9,8.5,8.5,"r","FLAT"
"126",1,0,1,0,0,0,0,0,3,0,2,0,1,3,0,0,2,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,1,0,3,3,1,0,0,2,0,0,0,3,3,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,19,5,3,10,7,9,52,2,9,8.5,8.5,"r","FLAT"
"127",0,0,1,0,1,0,0,0,2,2,2,0,1,1,2,0,2,NA,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,2,0,0,0,2,2,0,1,0,2,3,3,0,0,1,0,0,0,3,2,0,0,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,14,7,2,9,5,9,53,2,9,8.5,8.5,"r","FLAT"
"128",1,0,1,0,0,0,0,0,2,1,1,0,1,2,0,1,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,1,2,1,0,0,2,1,0,1,2,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,9,11,3,6,3,9,54,2,9,8.5,8.5,"r","FLAT"
"129",2,0,1,1,1,1,0,1,2,2,2,0,2,2,3,1,3,3,2,0,3,1,3,1,2,2,2,3,0,0,2,0,0,0,3,0,1,1,3,1,2,1,1,2,1,0,1,3,1,1,1,2,0,2,0,1,3,2,2,0,2,3,0,1,3,1,0,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,19,10,1,12,5,9,55,2,9,8.5,8.5,"r","FLAT"
"130",0,0,1,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,1,2,0,0,0,0,3,0,0,0,1,1,0,0,0,1,3,2,1,0,2,0,0,0,2,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,15,17,2,9,5,9,60,2,9,8.5,8.5,"r","FLAT"
"131",1,0,1,0,1,1,0,0,1,1,1,0,1,2,1,1,1,1,0,1,1,1,2,1,0,0,0,0,0,2,0,0,0,0,1,1,1,2,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,0,1,2,3,1,0,1,1,0,2,2,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,19,5,1,11,6,9,61,2,9,8.5,8.5,"r","FLAT"
"132",0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,0,2,3,3,0,0,3,0,0,0,3,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,5,9,1,3,0,9,62,2,9,8.5,8.5,"r","FLAT"
