"","id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"1618","kellyki01",1882,1,"CHN","NL",84,377,81,115,37,4,1,55,NA,NA,10,27,NA,NA,NA,NA,NA
"1625","mathebo01",1882,1,"BSN","NL",45,169,17,38,6,0,0,13,NA,NA,8,18,NA,NA,NA,NA,NA
"1632","morrijo01",1882,1,"BSN","NL",83,349,73,101,19,11,2,54,NA,NA,18,29,NA,NA,NA,NA,NA
"1641","orourji01",1882,1,"BFN","NL",84,370,62,104,15,6,2,37,NA,NA,13,13,NA,NA,NA,NA,NA
"1642","pfefffr01",1882,1,"TRN","NL",85,330,26,72,7,4,1,43,NA,NA,1,24,NA,NA,NA,NA,NA
"1645","purcebl01",1882,1,"BFN","NL",84,380,79,105,18,6,2,40,NA,NA,14,27,NA,NA,NA,NA,NA
"1649","richaha01",1882,1,"BFN","NL",83,354,61,96,20,8,2,57,NA,NA,11,33,NA,NA,NA,NA,NA
"1658","shaffor01",1882,1,"CL2","NL",84,313,37,67,14,2,3,28,NA,NA,27,27,NA,NA,NA,NA,NA
"1661","startjo01",1882,1,"PRO","NL",82,356,58,117,8,10,0,48,NA,NA,11,7,NA,NA,NA,NA,NA
"1662","stoveha01",1882,1,"WOR","NL",84,360,90,104,13,10,5,26,NA,NA,22,34,NA,NA,NA,NA,NA
"1663","suttoez01",1882,1,"BSN","NL",81,319,44,80,8,1,2,38,NA,NA,24,25,NA,NA,NA,NA,NA
"1669","wardjo01",1882,1,"PRO","NL",83,355,58,87,10,3,1,39,NA,NA,13,22,NA,NA,NA,NA,NA
"1671","whitede01",1882,1,"BFN","NL",83,337,51,95,17,0,1,33,NA,NA,15,16,NA,NA,NA,NA,NA
"1680","woodge01",1882,1,"DTN","NL",84,375,69,101,12,12,7,29,NA,NA,14,30,NA,NA,NA,NA,NA
"1682","yorkto01",1882,1,"PRO","NL",81,321,48,86,23,7,1,40,NA,NA,19,14,NA,NA,NA,NA,NA
"1698","brownpe01",1883,1,"LS2","AA",84,358,95,121,15,9,4,0,0,NA,23,NA,NA,NA,NA,NA,NA
"1699","brownto01",1883,1,"CL5","AA",97,420,69,115,12,7,5,32,0,NA,20,NA,NA,NA,NA,NA,NA
"1727","gerhajo01",1883,1,"LS2","AA",78,319,56,84,11,9,0,0,0,NA,14,NA,NA,NA,NA,NA,NA
"1739","jonesch01",1883,1,"CN2","AA",90,391,84,115,15,12,10,80,0,NA,20,NA,NA,NA,NA,NA,NA
"1742","keefeti01",1883,1,"NY4","AA",70,259,39,57,6,9,0,0,0,NA,14,NA,NA,NA,NA,NA,NA
"1748","lathaar01",1883,1,"SL4","AA",98,406,86,96,12,7,0,0,0,NA,18,NA,NA,NA,NA,NA,NA
"1765","mathebo01",1883,1,"PH4","AA",45,167,15,31,2,0,0,11,0,NA,5,NA,NA,NA,NA,NA,NA
"1773","mcphebi01",1883,1,"CN2","AA",96,367,61,90,10,10,2,42,0,NA,18,NA,NA,NA,NA,NA,NA
"1778","mullato01",1883,1,"SL4","AA",83,307,38,69,11,6,0,33,0,NA,13,NA,NA,NA,NA,NA,NA
"1781","nelsoca01",1883,1,"NY4","AA",97,417,75,127,19,6,0,0,0,NA,31,NA,NA,NA,NA,NA,NA
"1809","smithpo01",1883,1,"CL5","AA",97,405,82,106,14,17,4,0,0,NA,22,NA,NA,NA,NA,NA,NA
"1810","snydepo01",1883,1,"CN2","AA",58,250,38,64,14,6,0,34,0,NA,8,NA,NA,NA,NA,NA,NA
"1813","stoveha01",1883,1,"PH4","AA",94,421,110,128,31,6,14,66,0,NA,27,NA,NA,NA,NA,NA,NA
"1832","ansonca01",1883,1,"CHN","NL",98,413,70,127,36,5,0,68,NA,NA,18,9,NA,NA,NA,NA,NA
"1834","bennech01",1883,1,"DTN","NL",92,371,56,113,34,7,5,55,NA,NA,26,59,NA,NA,NA,NA,NA
"1839","broutda01",1883,1,"BFN","NL",98,425,85,159,41,17,3,97,NA,NA,16,17,NA,NA,NA,NA,NA
"1842","burdoja01",1883,1,"BSN","NL",96,400,80,132,27,8,5,88,NA,NA,14,35,NA,NA,NA,NA,NA
"1853","connoro01",1883,1,"NY1","NL",98,409,80,146,28,15,1,50,NA,NA,25,16,NA,NA,NA,NA,NA
"1861","dennyje01",1883,1,"PRO","NL",98,393,73,108,26,8,8,55,NA,NA,9,48,NA,NA,NA,NA,NA
"1868","ewingbu01",1883,1,"NY1","NL",88,376,90,114,11,13,10,41,NA,NA,20,14,NA,NA,NA,NA,NA
"1875","forceda01",1883,1,"BFN","NL",96,378,40,82,11,3,0,35,NA,NA,12,39,NA,NA,NA,NA,NA
"1877","galvipu01",1883,1,"BFN","NL",80,322,41,71,11,2,1,19,NA,NA,3,79,NA,NA,NA,NA,NA
"1881","glassja01",1883,1,"CL2","NL",96,383,67,110,19,6,0,46,NA,NA,13,23,NA,NA,NA,NA,NA
"1883","gorege01",1883,1,"CHN","NL",92,392,105,131,30,9,2,52,NA,NA,27,13,NA,NA,NA,NA,NA
"1895","hinespa01",1883,1,"PRO","NL",97,442,94,132,32,4,4,45,NA,NA,18,23,NA,NA,NA,NA,NA
"1905","kellyki01",1883,1,"CHN","NL",98,428,92,109,28,10,3,61,NA,NA,16,35,NA,NA,NA,NA,NA
"1914","morrijo01",1883,1,"BSN","NL",97,404,83,129,33,16,6,68,NA,NA,15,68,NA,NA,NA,NA,NA
"1921","orourji01",1883,1,"BFN","NL",94,436,102,143,29,8,1,38,NA,NA,15,13,NA,NA,NA,NA,NA
"1923","pfefffr01",1883,1,"CHN","NL",96,371,41,87,22,7,1,45,NA,NA,8,50,NA,NA,NA,NA,NA
"1928","purcebl01",1883,1,"PHI","NL",97,425,70,114,20,5,1,32,NA,NA,13,26,NA,NA,NA,NA,NA
"1933","richaha01",1883,1,"BFN","NL",92,399,73,124,34,7,1,56,NA,NA,22,20,NA,NA,NA,NA,NA
"1938","shaffor01",1883,1,"BFN","NL",95,401,67,117,11,3,0,41,NA,NA,27,39,NA,NA,NA,NA,NA
"1943","startjo01",1883,1,"PRO","NL",87,370,63,105,16,7,1,57,NA,NA,22,16,NA,NA,NA,NA,NA
"1946","suttoez01",1883,1,"BSN","NL",94,414,101,134,28,15,3,73,NA,NA,17,12,NA,NA,NA,NA,NA
"1951","wardjo01",1883,1,"NY1","NL",88,380,76,97,18,7,7,54,NA,NA,8,25,NA,NA,NA,NA,NA
"1956","whitede01",1883,1,"BFN","NL",94,391,62,114,14,5,0,47,NA,NA,23,18,NA,NA,NA,NA,NA
"1962","woodge01",1883,1,"DTN","NL",99,441,81,133,26,11,5,47,NA,NA,25,37,NA,NA,NA,NA,NA
"1963","yorkto01",1883,1,"CL2","NL",100,381,56,99,29,5,2,46,NA,NA,37,55,NA,NA,NA,NA,NA
"1988","brownpe01",1884,1,"LS2","AA",103,447,101,150,33,8,4,47,0,NA,13,NA,NA,2,NA,NA,NA
"1989","brownto01",1884,1,"CL5","AA",107,451,93,123,9,11,5,32,0,NA,24,NA,NA,4,NA,NA,NA
"2053","gerhajo01",1884,1,"LS2","AA",106,404,39,89,7,8,0,40,0,NA,13,NA,NA,5,NA,NA,NA
"2082","jonesch01",1884,1,"CN2","AA",112,472,117,148,19,17,7,71,0,NA,37,NA,NA,10,NA,NA,NA
"2084","keefeti01",1884,1,"NY4","AA",62,210,27,50,3,6,3,0,0,NA,18,NA,NA,1,NA,NA,NA
"2102","lathaar01",1884,1,"SL4","AA",110,474,115,130,17,12,1,0,0,NA,18,NA,NA,6,NA,NA,NA
"2120","mathebo01",1884,1,"PH4","AA",49,184,26,34,5,1,0,0,0,NA,7,NA,NA,0,NA,NA,NA
"2125","mcguide01",1884,1,"TL1","AA",45,151,12,28,7,0,1,0,0,NA,5,NA,NA,1,NA,NA,NA
"2129","mcphebi01",1884,1,"CN2","AA",112,450,107,125,8,7,5,64,0,NA,27,NA,NA,6,NA,NA,NA
"2150","mullato01",1884,1,"TL1","AA",95,352,49,97,19,3,3,0,0,NA,33,NA,NA,1,NA,NA,NA
"2155","nashbi01",1884,1,"RIC","AA",45,166,31,33,8,8,1,0,0,NA,12,NA,NA,7,NA,NA,NA
"2158","nelsoca01",1884,1,"NY4","AA",111,432,114,110,15,3,1,0,0,NA,74,NA,NA,9,NA,NA,NA
"2199","smithpo01",1884,1,"CL5","AA",108,445,78,106,18,10,6,0,0,NA,20,NA,NA,12,NA,NA,NA
"2201","snydepo01",1884,1,"CN2","AA",67,268,32,69,9,9,0,39,0,NA,7,NA,NA,0,NA,NA,NA
"2205","stoveha01",1884,1,"PH4","AA",104,448,124,146,22,23,10,83,0,NA,26,NA,NA,4,NA,NA,NA
"2217","terryad01",1884,1,"BR3","AA",67,236,15,55,10,3,0,0,0,NA,8,NA,NA,0,NA,NA,NA
"2246","yorkto01",1884,1,"BL2","AA",83,314,64,70,14,7,1,0,0,NA,34,NA,NA,10,NA,NA,NA
"2251","ansonca01",1884,1,"CHN","NL",112,475,108,159,30,3,21,102,NA,NA,29,13,NA,NA,NA,NA,NA
"2258","bennech01",1884,1,"DTN","NL",90,341,37,90,18,6,3,40,NA,NA,36,40,NA,NA,NA,NA,NA
"2261","broutda01",1884,1,"BFN","NL",94,398,82,130,22,15,14,79,NA,NA,33,20,NA,NA,NA,NA,NA
"2267","burdoja01",1884,1,"BSN","NL",87,361,65,97,14,4,6,49,NA,NA,15,52,NA,NA,NA,NA,NA
"2274","clemeja01",1884,2,"PHI","NL",9,30,3,7,0,0,0,0,NA,NA,4,8,NA,NA,NA,NA,NA
"2279","connoro01",1884,1,"NY1","NL",116,477,98,151,28,4,4,82,NA,NA,38,32,NA,NA,NA,NA,NA
"2292","dennyje01",1884,1,"PRO","NL",110,439,57,109,22,9,6,59,NA,NA,14,58,NA,NA,NA,NA,NA
"2296","elybo01",1884,1,"BFN","NL",1,4,0,0,0,0,0,0,NA,NA,0,2,NA,NA,NA,NA,NA
"2298","ewingbu01",1884,1,"NY1","NL",94,382,90,106,15,20,3,41,NA,NA,28,22,NA,NA,NA,NA,NA
"2306","forceda01",1884,1,"BFN","NL",106,403,47,83,13,3,0,36,NA,NA,27,41,NA,NA,NA,NA,NA
"2307","galvipu01",1884,1,"BFN","NL",72,274,34,49,6,1,0,24,NA,NA,2,80,NA,NA,NA,NA,NA
"2314","glassja01",1884,1,"CL2","NL",72,281,45,70,4,4,1,22,NA,NA,25,16,NA,NA,NA,NA,NA
"2316","gorege01",1884,1,"CHN","NL",103,422,104,134,18,4,5,34,NA,NA,61,26,NA,NA,NA,NA,NA
"2329","hinespa01",1884,1,"PRO","NL",114,490,94,148,36,10,3,41,NA,NA,44,28,NA,NA,NA,NA,NA
"2339","kellyki01",1884,1,"CHN","NL",108,452,120,160,28,5,13,95,NA,NA,46,24,NA,NA,NA,NA,NA
"2361","morrijo01",1884,1,"BSN","NL",111,438,80,114,19,7,3,61,NA,NA,30,87,NA,NA,NA,NA,NA
"2371","orourji01",1884,1,"BFN","NL",108,467,119,162,33,7,5,63,NA,NA,35,17,NA,NA,NA,NA,NA
"2373","pfefffr01",1884,1,"CHN","NL",112,467,105,135,10,10,25,101,NA,NA,25,47,NA,NA,NA,NA,NA
"2377","purcebl01",1884,1,"PHI","NL",103,428,67,108,11,7,1,31,NA,NA,29,30,NA,NA,NA,NA,NA
"2383","richaha01",1884,1,"BFN","NL",102,439,85,132,27,9,6,60,NA,NA,22,41,NA,NA,NA,NA,NA
"2392","smithge01",1884,2,"CL2","NL",72,291,31,74,14,4,4,26,NA,NA,2,45,NA,NA,NA,NA,NA
"2393","startjo01",1884,1,"PRO","NL",93,381,80,105,10,5,2,32,NA,NA,35,25,NA,NA,NA,NA,NA
"2397","suttoez01",1884,1,"BSN","NL",110,468,102,162,28,7,3,61,NA,NA,29,22,NA,NA,NA,NA,NA
"2402","wardjo01",1884,1,"NY1","NL",113,482,98,122,11,8,2,51,NA,NA,28,47,NA,NA,NA,NA,NA
"2405","whitede01",1884,1,"BFN","NL",110,452,82,147,16,11,5,74,NA,NA,32,13,NA,NA,NA,NA,NA
"2412","woodge01",1884,1,"DTN","NL",114,473,79,119,16,10,8,29,NA,NA,39,75,NA,NA,NA,NA,NA
"2413","zimmech01",1884,1,"DTN","NL",8,29,0,2,1,0,0,0,NA,NA,1,14,NA,NA,NA,NA,NA
"2473","clemeja01",1884,1,"PHU","UA",41,177,37,50,13,2,3,NA,0,NA,9,NA,NA,NA,NA,NA,NA
"2531","foremfr01",1884,1,"CHU","UA",3,11,0,1,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"2532","foremfr01",1884,2,"KCU","UA",1,3,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"2540","ganzech01",1884,1,"SPU","UA",7,23,2,5,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"2545","glassja01",1884,2,"CNU","UA",38,172,48,72,9,5,2,NA,0,NA,8,NA,NA,NA,NA,NA,NA
"2602","maulal01",1884,1,"PHU","UA",1,4,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA
"2663","quinnjo02",1884,1,"SLU","UA",103,429,74,116,21,1,0,NA,0,NA,9,NA,NA,NA,NA,NA,NA
"2692","shaffor01",1884,1,"SLU","UA",106,467,130,168,40,10,2,NA,0,NA,30,NA,NA,NA,NA,NA,NA
"2702","smithge01",1884,1,"ALT","UA",25,108,9,34,8,1,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA
"2755","brownpe01",1885,1,"LS2","AA",112,481,98,174,34,10,9,73,0,NA,25,NA,NA,0,NA,NA,NA
"2756","brownto01",1885,1,"PT1","AA",108,437,81,134,16,12,4,68,0,NA,34,NA,NA,7,NA,NA,NA
"2786","foremfr01",1885,1,"BL2","AA",3,14,4,4,0,1,0,2,0,NA,0,NA,NA,0,NA,NA,NA
"2790","galvipu01",1885,2,"PT1","AA",11,38,2,4,0,0,0,2,0,NA,0,NA,NA,0,NA,NA,NA
"2809","jonesch01",1885,1,"CN2","AA",112,487,108,157,19,17,5,35,0,NA,21,NA,NA,9,NA,NA,NA
"2820","lathaar01",1885,1,"SL4","AA",110,485,84,100,15,3,1,35,0,NA,18,NA,NA,5,NA,NA,NA
"2830","mathebo01",1885,1,"PH4","AA",48,179,22,30,3,0,0,12,0,NA,10,NA,NA,0,NA,NA,NA
"2838","mcphebi01",1885,1,"CN2","AA",110,431,78,114,12,4,0,46,0,NA,19,NA,NA,7,NA,NA,NA
"2852","nelsoca01",1885,1,"NY4","AA",107,420,98,107,12,4,1,30,0,NA,61,NA,NA,3,NA,NA,NA
"2871","purcebl01",1885,1,"PH4","AA",66,304,71,90,15,5,0,22,0,NA,16,NA,NA,3,NA,NA,NA
"2885","shaffor01",1885,2,"PH4","AA",2,9,1,2,0,1,0,1,0,NA,1,NA,NA,0,NA,NA,NA
"2888","smithge01",1885,1,"BR3","AA",108,419,63,108,17,11,4,62,0,NA,10,NA,NA,0,NA,NA,NA
"2891","smithpo01",1885,1,"PT1","AA",106,453,85,113,11,13,0,35,0,NA,25,NA,NA,3,NA,NA,NA
"2892","snydepo01",1885,1,"CN2","AA",39,152,13,36,4,3,1,19,0,NA,6,NA,NA,1,NA,NA,NA
"2895","stoveha01",1885,1,"PH4","AA",112,486,130,153,27,9,13,75,0,NA,39,NA,NA,4,NA,NA,NA
"2904","terryad01",1885,1,"BR3","AA",71,264,23,45,1,3,1,20,0,NA,10,NA,NA,0,NA,NA,NA
"2916","yorkto01",1885,1,"BL2","AA",22,87,6,23,4,2,0,12,0,NA,8,NA,NA,0,NA,NA,NA
"2920","ansonca01",1885,1,"CHN","NL",112,464,100,144,35,7,7,108,NA,NA,34,13,NA,NA,NA,NA,NA
"2925","bennech01",1885,1,"DTN","NL",91,349,49,94,24,13,5,60,NA,NA,47,37,NA,NA,NA,NA,NA
"2929","broutda01",1885,1,"BFN","NL",98,407,87,146,32,11,7,59,NA,NA,34,10,NA,NA,NA,NA,NA
"2932","burdoja01",1885,1,"BSN","NL",45,169,18,24,5,0,0,7,NA,NA,8,18,NA,NA,NA,NA,NA
"2940","clemeja01",1885,1,"PHI","NL",52,188,14,36,11,3,1,14,NA,NA,2,30,NA,NA,NA,NA,NA
"2944","connoro01",1885,1,"NY1","NL",110,455,102,169,23,15,1,65,NA,NA,51,8,NA,NA,NA,NA,NA
"2960","dennyje01",1885,1,"PRO","NL",83,318,40,71,14,4,3,24,NA,NA,12,53,NA,NA,NA,NA,NA
"2970","ewingbu01",1885,1,"NY1","NL",81,342,81,104,15,12,6,63,NA,NA,13,17,NA,NA,NA,NA,NA
"2979","forceda01",1885,1,"BFN","NL",71,253,20,57,6,1,0,15,NA,NA,13,19,NA,NA,NA,NA,NA
"2980","galvipu01",1885,1,"BFN","NL",33,122,14,23,4,2,1,10,NA,NA,1,27,NA,NA,NA,NA,NA
"2981","ganzech01",1885,1,"PHI","NL",34,125,15,21,3,1,0,6,NA,NA,4,13,NA,NA,NA,NA,NA
"2984","gerhajo01",1885,1,"NY1","NL",112,399,43,62,12,2,0,33,NA,NA,24,47,NA,NA,NA,NA,NA
"2988","glassja01",1885,1,"SL5","NL",111,446,66,125,18,3,1,40,NA,NA,29,10,NA,NA,NA,NA,NA
"2990","gorege01",1885,1,"CHN","NL",109,441,115,138,21,13,5,57,NA,NA,68,25,NA,NA,NA,NA,NA
"3003","hinespa01",1885,1,"PRO","NL",98,411,63,111,20,4,1,35,NA,NA,19,18,NA,NA,NA,NA,NA
"3007","keefeti01",1885,1,"NY1","NL",47,166,20,27,1,5,0,12,NA,NA,13,22,NA,NA,NA,NA,NA
"3009","kellyki01",1885,1,"CHN","NL",107,438,124,126,24,7,9,75,NA,NA,46,24,NA,NA,NA,NA,NA
"3030","mcguide01",1885,1,"DTN","NL",34,121,11,23,4,2,0,9,NA,NA,5,23,NA,NA,NA,NA,NA
"3037","morrijo01",1885,1,"BSN","NL",111,394,74,89,20,7,4,44,NA,NA,64,78,NA,NA,NA,NA,NA
"3042","nashbi01",1885,1,"BSN","NL",26,94,9,24,4,0,0,11,NA,NA,2,9,NA,NA,NA,NA,NA
"3045","orourji01",1885,1,"NY1","NL",112,477,119,143,21,16,5,42,NA,NA,40,21,NA,NA,NA,NA,NA
"3047","pfefffr01",1885,1,"CHN","NL",112,469,90,113,12,7,5,73,NA,NA,26,47,NA,NA,NA,NA,NA
"3052","purcebl01",1885,2,"BSN","NL",21,87,9,19,1,1,0,3,NA,NA,3,15,NA,NA,NA,NA,NA
"3054","quinnjo02",1885,1,"SL5","NL",97,343,27,73,8,2,0,15,NA,NA,9,38,NA,NA,NA,NA,NA
"3058","richaha01",1885,1,"BFN","NL",96,426,90,136,19,11,6,44,NA,NA,20,22,NA,NA,NA,NA,NA
"3063","ryanji01",1885,1,"CHN","NL",3,13,2,6,1,0,0,2,NA,NA,1,1,NA,NA,NA,NA,NA
"3068","shaffor01",1885,1,"SL5","NL",69,257,30,50,11,2,0,18,NA,NA,19,31,NA,NA,NA,NA,NA
"3072","startjo01",1885,1,"PRO","NL",101,374,47,103,11,4,0,41,NA,NA,39,10,NA,NA,NA,NA,NA
"3079","suttoez01",1885,1,"BSN","NL",110,457,78,143,23,8,4,47,NA,NA,17,25,NA,NA,NA,NA,NA
"3083","thompsa01",1885,1,"DTN","NL",63,254,58,77,11,9,7,44,NA,NA,16,22,NA,NA,NA,NA,NA
"3085","wardjo01",1885,1,"NY1","NL",111,446,72,101,8,9,0,37,NA,NA,17,39,NA,NA,NA,NA,NA
"3088","whitede01",1885,1,"BFN","NL",98,404,54,118,6,6,0,57,NA,NA,12,11,NA,NA,NA,NA,NA
"3096","woodge01",1885,1,"DTN","NL",82,362,62,105,19,8,5,28,NA,NA,13,19,NA,NA,NA,NA,NA
"3113","brownpe01",1886,1,"LS2","AA",112,467,86,159,29,6,2,68,26,NA,30,NA,NA,7,NA,NA,NA
"3114","brownto01",1886,1,"PT1","AA",115,460,106,131,11,11,1,51,30,NA,56,NA,NA,2,NA,NA,NA
"3139","elybo01",1886,1,"LS2","AA",10,32,5,5,0,0,0,6,1,NA,2,NA,NA,0,NA,NA,NA
"3146","galvipu01",1886,1,"PT1","AA",50,194,24,49,7,2,0,21,8,NA,3,NA,NA,0,NA,NA,NA
"3172","jonesch01",1886,1,"CN2","AA",127,500,87,135,22,10,6,68,3,NA,61,NA,NA,6,NA,NA,NA
"3184","lathaar01",1886,1,"SL4","AA",134,578,152,174,23,8,1,47,60,NA,55,NA,NA,6,NA,NA,NA
"3195","mathebo01",1886,1,"PH4","AA",24,88,16,21,3,0,0,10,1,NA,3,NA,NA,0,NA,NA,NA
"3204","mcphebi01",1886,1,"CN2","AA",140,560,139,150,23,12,8,70,40,NA,59,NA,NA,5,NA,NA,NA
"3214","mullato01",1886,1,"CN2","AA",91,324,59,73,12,5,0,39,20,NA,25,NA,NA,1,NA,NA,NA
"3220","nelsoca01",1886,1,"NY4","AA",109,413,89,93,7,2,0,23,14,NA,64,NA,NA,2,NA,NA,NA
"3234","purcebl01",1886,1,"BL2","AA",26,85,17,19,0,1,0,8,13,NA,17,NA,NA,2,NA,NA,NA
"3244","robinwi01",1886,1,"PH4","AA",87,342,57,69,11,3,1,30,33,NA,21,NA,NA,3,NA,NA,NA
"3251","shaffor01",1886,1,"PH4","AA",21,82,15,22,3,3,0,8,3,NA,8,NA,NA,0,NA,NA,NA
"3253","smithel01",1886,1,"CN2","AA",9,28,6,8,1,1,0,2,0,NA,9,NA,NA,0,NA,NA,NA
"3254","smithge01",1886,1,"BR3","AA",105,426,66,105,17,6,2,45,22,NA,19,NA,NA,0,NA,NA,NA
"3255","smithpo01",1886,1,"PT1","AA",126,483,75,105,20,9,2,57,38,NA,42,NA,NA,6,NA,NA,NA
"3257","snydepo01",1886,1,"CN2","AA",60,220,33,41,8,3,0,28,11,NA,13,NA,NA,3,NA,NA,NA
"3261","stoveha01",1886,1,"PH4","AA",123,489,115,144,28,11,7,59,68,NA,64,NA,NA,1,NA,NA,NA
"3271","terryad01",1886,1,"BR3","AA",75,299,34,71,8,9,2,39,17,NA,10,NA,NA,1,NA,NA,NA
"3283","zimmech01",1886,1,"NY4","AA",6,19,1,3,0,0,0,1,0,NA,1,NA,NA,1,NA,NA,NA
"3286","ansonca01",1886,1,"CHN","NL",125,504,117,187,35,11,10,147,29,NA,55,19,NA,NA,NA,NA,NA
"3295","bennech01",1886,1,"DTN","NL",72,235,37,57,13,5,4,34,4,NA,48,29,NA,NA,NA,NA,NA
"3298","broutda01",1886,1,"DTN","NL",121,489,139,181,40,15,11,72,21,NA,66,16,NA,NA,NA,NA,NA
"3300","burdoja01",1886,1,"BSN","NL",59,221,26,48,6,1,0,25,3,NA,11,27,NA,NA,NA,NA,NA
"3307","clemeja01",1886,1,"PHI","NL",54,185,15,38,5,1,0,11,4,NA,7,34,NA,NA,NA,NA,NA
"3309","connoro01",1886,1,"NY1","NL",118,485,105,172,29,20,7,71,17,NA,41,15,NA,NA,NA,NA,NA
"3326","dennyje01",1886,1,"SL5","NL",119,475,58,122,24,6,9,62,16,NA,14,68,NA,NA,NA,NA,NA
"3336","ewingbu01",1886,1,"NY1","NL",73,275,59,85,11,7,4,31,18,NA,16,17,NA,NA,NA,NA,NA
"3345","forceda01",1886,1,"WS8","NL",68,242,26,44,5,1,0,16,9,NA,17,26,NA,NA,NA,NA,NA
"3349","ganzech01",1886,1,"PHI","NL",1,3,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA
"3350","ganzech01",1886,2,"DTN","NL",57,213,28,58,7,2,1,31,5,NA,7,22,NA,NA,NA,NA,NA
"3351","gerhajo01",1886,1,"NY1","NL",123,426,44,81,11,7,0,40,8,NA,22,63,NA,NA,NA,NA,NA
"3358","glassja01",1886,1,"SL5","NL",121,486,96,158,29,7,3,40,38,NA,38,13,NA,NA,NA,NA,NA
"3360","gorege01",1886,1,"CHN","NL",118,444,150,135,20,12,6,63,23,NA,102,30,NA,NA,NA,NA,NA
"3369","hinespa01",1886,1,"WS8","NL",121,487,80,152,30,8,9,56,21,NA,35,21,NA,NA,NA,NA,NA
"3376","keefeti01",1886,1,"NY1","NL",64,205,26,35,10,1,1,20,3,NA,17,42,NA,NA,NA,NA,NA
"3377","kellyki01",1886,1,"CHN","NL",118,451,155,175,32,11,4,79,53,NA,83,33,NA,NA,NA,NA,NA
"3393","mcguide01",1886,1,"PHI","NL",50,167,25,33,7,1,2,18,2,NA,19,25,NA,NA,NA,NA,NA
"3398","morrijo01",1886,1,"BSN","NL",117,430,86,106,25,6,7,69,9,NA,56,81,NA,NA,NA,NA,NA
"3403","nashbi01",1886,1,"BSN","NL",109,417,61,117,11,8,1,45,16,NA,24,28,NA,NA,NA,NA,NA
"3406","orourji01",1886,1,"NY1","NL",105,440,106,136,26,6,1,34,14,NA,39,21,NA,NA,NA,NA,NA
"3409","pfefffr01",1886,1,"CHN","NL",118,474,88,125,17,8,7,95,30,NA,36,46,NA,NA,NA,NA,NA
"3411","quinnjo02",1886,1,"SL5","NL",75,271,33,63,11,3,1,21,12,NA,8,31,NA,NA,NA,NA,NA
"3416","richaha01",1886,1,"DTN","NL",125,538,125,189,27,11,11,61,42,NA,46,27,NA,NA,NA,NA,NA
"3420","ryanji01",1886,1,"CHN","NL",84,327,58,100,17,6,4,53,10,NA,12,28,NA,NA,NA,NA,NA
"3427","startjo01",1886,1,"WS8","NL",31,122,10,27,4,1,0,17,4,NA,5,13,NA,NA,NA,NA,NA
"3431","suttoez01",1886,1,"BSN","NL",116,499,83,138,21,6,3,48,18,NA,26,21,NA,NA,NA,NA,NA
"3434","thompsa01",1886,1,"DTN","NL",122,503,101,156,18,13,8,89,13,NA,35,31,NA,NA,NA,NA,NA
"3437","wardjo01",1886,1,"NY1","NL",122,491,82,134,17,5,2,81,36,NA,19,46,NA,NA,NA,NA,NA
"3439","whitede01",1886,1,"DTN","NL",124,491,65,142,19,5,1,76,9,NA,31,35,NA,NA,NA,NA,NA
"3447","woodge01",1886,1,"PHI","NL",106,450,81,123,18,15,4,50,9,NA,23,75,NA,NA,NA,NA,NA
"3454","brownpe01",1887,1,"LS2","AA",134,547,137,220,35,16,4,118,103,NA,55,NA,NA,8,NA,NA,NA
"3472","crossla01",1887,1,"LS2","AA",54,203,32,54,8,3,0,26,15,NA,15,NA,NA,1,NA,NA,NA
"3488","gerhajo01",1887,2,"NY4","AA",85,307,40,68,13,2,0,27,15,NA,24,NA,NA,1,NA,NA,NA
"3510","jonesch01",1887,1,"CN2","AA",41,153,28,48,7,4,2,40,7,NA,19,NA,NA,3,NA,NA,NA
"3511","jonesch01",1887,2,"NY4","AA",62,247,30,63,11,3,3,29,8,NA,12,NA,NA,6,NA,NA,NA
"3524","lathaar01",1887,1,"SL4","AA",136,627,163,198,35,10,2,83,129,NA,45,NA,NA,5,NA,NA,NA
"3531","mathebo01",1887,1,"PH4","AA",7,25,5,5,0,0,0,0,0,NA,4,NA,NA,0,NA,NA,NA
"3539","mcphebi01",1887,1,"CN2","AA",129,540,137,156,20,19,2,87,95,NA,55,NA,NA,5,NA,NA,NA
"3545","mullato01",1887,1,"CN2","AA",56,199,35,44,6,3,3,23,20,NA,16,NA,NA,4,NA,NA,NA
"3549","nelsoca01",1887,1,"NY4","AA",68,257,61,63,5,1,0,24,29,NA,48,NA,NA,8,NA,NA,NA
"3554","oconnja01",1887,1,"CN2","AA",12,40,4,4,0,0,0,1,3,NA,2,NA,NA,0,NA,NA,NA
"3567","purcebl01",1887,1,"BL2","AA",140,567,101,142,25,8,4,96,88,NA,46,NA,NA,10,NA,NA,NA
