Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,latlong,Somme Dedoublement,name,route,source,source_url
34301,died (presumably) from ill treatments,malicious intent related death / manslaughter,United,2009-03-18T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"reportedly beaten on the Ponte Gallierra det. cr. Roma (I) after refusal of medical treatment (Mar 18, 2009)",roma,41.892916,12.48252,"41.892916, 12.48252",2,"Event at Roma on Mar 18, 2009",,CARTA/ElW,
34302,drowned,drowning or exhaustion related death,United,2009-03-16T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"body washed ashore on the beach Linea de la Concepcion, Cadiz (E) (Mar 16, 2009). From Del Grande's data set (translated): Found the lifeless body of an immigrant drowned, along the beaches of La Lnea de la Concepcin (Mar 18, 2009)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Mar 16, 2009",Western Mediteranean route,MUGAK/DNA/SUR/PUB/EFE/ELM/NOB,http://www.diariosur.es/20090318/andalucia/localizado-cadaver-inmigrante-playa-20090318.html
34303,starved,drowning or exhaustion related death,United,2009-03-15T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,11,"died of thirst in the LY-Niger desert trying to reach I, left there by Libyan authorities (Mar 15, 2009)",libyan,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libyan on Mar 15, 2009",Central Mediteranean route,NOB/LR,
34304,drowned,drowning or exhaustion related death,United,2009-03-07T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,12,"drowned, 1 died, 11 missing, wooden boat capsized 4 miles from Cabo de Palos (E) (Mar 7, 2009)",palos,37.22813,-6.890386,"37.22813, -6.890386",13,"Event at Palos on Mar 07, 2009",Western Mediteranean route,EP/Verdad/ELM/RAZ/MUGAK,
34305,bled to death due to barbed wire,other,Del grande,2009-03-06T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,1,"Young migrant stays attached to the network in mid-air with barbed wire border of Ceuta and bleeds to death (Mar 7, 2009)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Mar 06, 2009",Western Mediteranean route,Abc,http://www.abc.es/20090307/nacional-sucesos/muere-desangrado-subsahariano-quedar-20090307.html
34307,drowned,drowning or exhaustion related death,United,2009-03-05T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,34,"reportedly drowned, boat hit a rock between Anjouan (Comoros) and Mayotte (F) (Mar 5, 2009)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Mar 05, 2009",,Malango,
34306,drowned,drowning or exhaustion related death,United,2009-03-05T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,2,"drowned, boat hit a rock between Anjouan (Comoros) and Mayotte (F) (Mar 5, 2009)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Mar 05, 2009",,Malango,
34308,unknown,unknown - supposedly exhaustion related death,United,2009-03-03T00:00:00Z,1Q2009,2009 -- 3,2009,0,0,2,"bodies found on a boat reportedly from LY 60 km off Lampedusa s Southern coast (I) (Mar 3, 2009)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Mar 03, 2009",Central Mediteranean route,ANSA/AVV/NOB,
34309,unknown,unknown - supposedly exhaustion related death,United,2009-02-28T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"manner of death unknown, body found in a ditch in Votanikos (GR), near the Aliens Bureau (Feb 28, 2009)",votanikos,37.982394,23.696198,"37.982394, 23.696198",2,"Event at Votanikos on Feb 28, 2009",Eastern Mediteranean route Sea,KI/IRR/MNS,
34310,unknown,unknown - supposedly exhaustion related death,Del grande,2009-02-24T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"He died an infant daughter of a Kurdish family in the slums along the A16, at Dunkirk, on the route to Dover, England (Feb 25, 2009)",dunkirk,51.03456,2.375202,"51.03456, 2.375202",3,"Event at Dunkirk on Feb 24, 2009",,Nord Littoral,http://www.millebabords.org/spip.php?article10500
34312,unknown,unknown - supposedly exhaustion related death,United,2009-02-20T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"died when vessel tried to land near Montril (E); 34 migrants survived (Feb 20, 2009)","montril, spain",36.748374,-3.516861,"36.748374, -3.516861",69,"Event at Montril, Spain on Feb 20, 2009",Western Mediteranean route,NOB/REU,
34311,unknown,unknown - supposedly exhaustion related death,Del grande,2009-02-20T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"A dead aboard a boat of 35 passengers intercepted 18 miles off the coast of Motril, Granada (Feb 21, 2009)",granada,37.177336,-3.598557,"37.177336, -3.598557",38,"Event at Granada on Feb 20, 2009",Western Mediteranean route,La Razn,http://www.larazon.es/noticia/un-muerto-entre-35-subsaharianos-llegados-en-patera
34314,unknown,unknown - supposedly exhaustion related death,United,2009-02-14T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,1,"missing after boat crashed with a rock and sank 20 metres from Lanzarote s coast (E)  (Feb 14, 2009)",lanzarote,29.046854,-13.589973,"29.046854, -13.589973",74,"Event at Lanzarote on Feb 14, 2009",Western African route,Can7/ABC/Publico/ELM/DiariodeNoticias/Deia/EP/Raz/ELC/VDG/Verdad/ElDia/PerCat/LV/AVUI/SUR/GARA/DiariodeNavarra/DiarioVasco/DNG/Tribuna/SOS/PrensaLibre/SP/Canadian/CadSER/NYboat/MUGAK/ENAR/MSN/MAG/VOA/BostonH/DN/Migreurop/20Mf/WOL/MNS/STAMPA/Liberazione/AFP/NOB/VK,
34313,drowned,drowning or exhaustion related death,United,2009-02-14T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,25,"drowned after boat crashed with a rock and sank 20 metres from Lanzarote s coast (E)  (Feb 14, 2009)",lanzarote,29.046854,-13.589973,"29.046854, -13.589973",74,"Event at Lanzarote on Feb 14, 2009",Western African route,Can7/ABC/Publico/ELM/DiariodeNoticias/Deia/EP/Raz/ELC/VDG/Verdad/ElDia/PerCat/LV/AVUI/SUR/GARA/DiariodeNavarra/DiarioVasco/DNG/Tribuna/SOS/PrensaLibre/SP/Canadian/CadSER/NYboat/MUGAK/ENAR/MSN/MAG/VOA/BostonH/DN/Migreurop/20Mf/WOL/MNS/STAMPA/Liberazione/AFP/NOB/VK,
34315,starved,drowning or exhaustion related death,United,2009-02-01T00:00:00Z,1Q2009,2009 -- 2,2009,0,0,3,"reportedly dehydration, died after 4 days without water or food in boat near Canary Isl. (E) (Feb 1, 2009). From Del Grande's data set (translated): Intercepted south of Gran Canaria island, a boat with 3 deaths on board (Feb 2, 2009)",canary,28.291564,-16.62913,"28.291564, -16.62913",1120,"Event at Canary on Feb 01, 2009",Western African route,ABC/EP/MUGAK/ELM/Diario de Navarra/SUR/Can7/ELC/Deia/Der Standard/AFP/NOB,http://www.elpais.com/articulo/espana/Rescatada/Canarias/barca/papeles/cadaveres/elpepiesp/20090203elpepinac_17/Tes
34179,drowned,drowning or exhaustion related death,United,2009-12-31T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,2,"feared drowned, missing after boat sank off Andalusia coast (E) (Dec 31, 2009)",andalusia,37.544271,-4.727753,"37.544271, -4.727753",30,"Event at Andalusia on Dec 31, 2009",Western Mediteranean route,LV,
34177,drowned,drowning or exhaustion related death,United,2009-12-31T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,13,"drowned, boat sank off Andalusia coast (E), 10 bodies found, 3 missing (Dec 31, 2009)",andalusia,37.544271,-4.727753,"37.544271, -4.727753",30,"Event at Andalusia on Dec 31, 2009",Western Mediteranean route,LV,
34178,drowned,drowning or exhaustion related death,United,2009-12-31T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,5,"drowned, shipwreck with 36 survivors, bodies found on Valencia coast (E) (Dec 31, 2009)",valencia,39.469908,-0.376288,"39.469908, -0.376288",6,"Event at Valencia on Dec 31, 2009",Western Mediteranean route,LV,
34180,suicide - under train,suicide,United,2009-12-31T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,1,"suicide, jumped in front of train in Hamburg (D) after hearing he would be deported (Dec 31, 2009)",hamburg,53.551085,9.993682,"53.551085, 9.993682",7,"Event at Hamburg on Dec 31, 2009",,SP,
34181,drowned,drowning or exhaustion related death,United,2009-12-30T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,22,"reportedly drowned on way from Turkey, boat shipwrecked off Alexandroupoli coast (GR) (Dec 30, 2009)",alexandroupoli,40.845719,25.873962,"40.845719, 25.873962",63,"Event at Alexandroupoli on Dec 30, 2009",Eastern Mediteranean route Sea,FE/Migreurop/AP/Le Figaro/CDS/ANSA/Unita /TodZam,
34182,suicide - hanged,suicide,United,2009-12-24T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,1,"suicide, transexual hanged herself with a sheet in detention center of Milan (I) (Dec 24, 2009)",milan,45.465454,9.186516,"45.465454, 9.186516",3,"Event at Milan on Dec 24, 2009",,EveryOne Group/LR/Migreurop,
34183,shot by the police,authorities related death,Del grande,2009-12-17T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,2,"Two men killed by Egyptian border police at the border with Israel on Sinai (Dec 18, 2009)","Sinai, Egypt",24.088938,32.899829,"24.088938, 32.899829",129,"Event at Sinai, Egypt on Dec 17, 2009",,Reuters,http://fortresseurope.blogspot.com/2009/12/egyptian-police-kill-two-migrants-at.html
34184,drowned,drowning or exhaustion related death,Del grande,2009-12-14T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,1,"Sinking boat in the river Tisza, on the border between Serbia and Hungary. Drowning 15 people, including a newborn baby (Dec 15, 2009)",hungary,47.162494,19.503304,"47.162494, 19.503304",3,"Event at Hungary on Dec 14, 2009",Western Balkan route,Reuters,http://fortresseurope.blogspot.com/2009/12/seven-held-in-kosovo-after-migrants.html
34185,car accident,"violent accidental death (transport, blown in minefield...)",United,2009-12-14T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,1,"stowaway, killed crossing a highway near Calais (F), trying to go to GB by hiding in a truck (Dec 14, 2009). From Del Grande's data set (translated): Young Afghan fatally hit by a car while trying to hide under a truck in Calais to embark for England (Dec 15, 2009)",calais,50.95129,1.858686,"50.95129, 1.858686",28,"Event at Calais on Dec 14, 2009",,NOB/FE,http://fortresseurope.blogspot.com/2009/12/calais-jeune-afghan-tue-fauche-par-une.html
34186,unknown,unknown - supposedly exhaustion related death,Del grande,2009-12-12T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,16,"Data for 16 missing migrants off the coast of Mostaganem, en route to Spain (Dec 13, 2009)",mostaganem,35.939838,0.089767,"35.939838, 0.089767",38,"Event at Mostaganem on Dec 12, 2009",Western Mediteranean route,Ansa,http://fortresseurope.blogspot.com/2009/12/algeria-16-dispersi-sulla-rotta-per-la.html
34187,drowned,drowning or exhaustion related death,United,2009-12-11T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,2,"reportedly drowned, boat sank off coast of Leros Island (GR), 25 rescued from rocky islet (Dec 11, 2009). From Del Grande's data set (translated): Shipwreck off the island of Leros. Recovered a dead body, a woman lost at sea (Dec 11, 2009)",leros,37.140914,26.848843,"37.140914, 26.848843",5,"Event at Leros on Dec 11, 2009",Eastern Mediteranean route Sea,NOB/TodZam,http://fortresseurope.blogspot.com/2009/12/grecia-un-morto-e-un-disperso-in-un.html
34188,suicide - jumped from building,suicide,United,2009-12-10T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,1,"suicide, jumped from bridge near Heathrow (GB) after police questioned her about residence (Dec 10, 2009)",heathrow,51.47238,-0.45094,"51.47238, -0.45094",13,"Event at Heathrow on Dec 10, 2009",,IRR/UxbGaz,
34189,drowned,drowning or exhaustion related death,United,2009-12-09T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,7,"drowned, boat sank by Kani-Keli, southern Mayotte, on way from Comoros (Dec 9, 2009)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Dec 09, 2009",,Malanga,
34190,unknown,unknown - supposedly exhaustion related death,Del grande,2009-12-08T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,1,"Found the lifeless body of an immigrant inside a truck landed at the port of Marseille to Tangier (Dec 9, 2009)",tangier,35.766667,-5.8,"35.766667, -5.8",190,"Event at Tangier on Dec 08, 2009",Western Mediterranean route,AP,http://fortresseurope.blogspot.com/2009/12/mort-dun-migrant-marseille.html
34191,drowned,drowning or exhaustion related death,United,2009-12-07T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,2,"drowned, 2 died, motorboat sank off the coast of Kos Island (GR) on the way from TR (Dec 7, 2009)",kos,36.799851,27.102943,"36.799851, 27.102943",119,"Event at Kos on Dec 07, 2009",Eastern Mediteranean route Sea,FE/Picum/Cesdop/NOB,
34192,died from dehydration,drowning or exhaustion related death,United,2009-12-06T00:00:00Z,4Q2009,2009 -- 12,2009,0,0,2,"1 died on board during travel, 1 died at the hospital of El Hierro (E) because of dehydration  (Dec 6, 2009)",hierro,27.725499,-18.024301,"27.725499, -18.024301",41,"Event at Hierro on Dec 06, 2009",Western African route,Publico/EP/Diario de Noticia/VDG/Gara/Verdad/Diario de Navarra,
34193,shot by the police,authorities related death,Del grande,2009-11-30T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,1,"Egyptian police fired on the border with Israel at Sinai. A dead. At least 17 victims from the start of the year (Dec 1, 2009)","Sinai, Egypt",24.088938,32.899829,"24.088938, 32.899829",129,"Event at Sinai, Egypt on Nov 30, 2009",,Reuters,http://fortresseurope.blogspot.com/2009/12/egypt-police-kill-african-migrant-at.html
34195,drowned,drowning or exhaustion related death,United,2009-11-23T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,23,"reportedly drowned, boat sank between island Mayotte (F) and Comoros Islands  (Nov 23, 2009)",mayotte,-12.8275,45.166244,"-12.8275, 45.166244",757,"Event at Mayotte on Nov 23, 2009",,Publico/AFP/MigrantsOM,
34194,murdered,malicious intent related death / manslaughter,United,2009-11-23T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,1,"murdered by his employer in Vercelli (I) as he did not want to pay him a 3 months salary  (Nov 23, 2009)",vercelli,45.320227,8.418573,"45.320227, 8.418573",1,"Event at Vercelli on Nov 23, 2009",,CDS,
34196,unknown,unknown - supposedly exhaustion related death,United,2009-11-19T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,1,"died after repatriation operation after 26 days spent inside detention center of Malaga (E) (Nov 19, 2009)",malaga,36.721261,-4.421266,"36.721261, -4.421266",17,"Event at Malaga on Nov 19, 2009",Western Mediteranean route,Sur,
34197,drowned,drowning or exhaustion related death,United,2009-11-17T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,1,"reportedly drowned, fell from wooden boat in the sea off the coast of Tarifa (E)  (Nov 17, 2009). From Del Grande's data set (translated): One of the 12 immigrants landed yesterday in Tarifa, Cadiz, is lost at sea, he had landed in the water just before the arrival of the rescue (Nov 19, 2009)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Nov 17, 2009",Western Mediteranean route,EP/FE,http://fortresseurope.blogspot.com/2009/11/desaparece-uno-de-los-12-inmigrantes-de.html%20
34198,unknown,unknown - supposedly exhaustion related death,Del grande,2009-11-15T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,10,"10 missing after the sinking of two boats off the coast of El Marsa, on the route to Spain. Three bodies recovered (Nov 16, 2009)",marsa,35.88301,14.493757,"35.88301, 14.493757",11,"Event at Marsa on Nov 15, 2009",Central Mediteranean route,Ansa Med,http://fortresseurope.blogspot.com/2009/11/algeria-3-morti-e-10-dispersial-largo.html
34199,shot by the police,authorities related death,Del grande,2009-11-13T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,1,"The Egyptian border police shot and killed a man on the border with Israel. Three other people were arrested (Nov 14, 2009)","Sinai, Egypt",24.088938,32.899829,"24.088938, 32.899829",129,"Event at Sinai, Egypt on Nov 13, 2009",,Reuters,http://fortresseurope.blogspot.com/2009/11/egypt-police-kill-africa-migrant-on.html
34200,unknown,unknown - supposedly exhaustion related death,Del grande,2009-11-05T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,7,"Shipwreck off the coast of Turkey in Bodrum, 7 bodies recovered, including 5 children (Nov 6, 2009)",Bodrum,37.035339,27.43029,"37.035339, 27.43029",57,"Event at Bodrum on Nov 05, 2009",Eastern Mediteranean route Sea,Ansa Med,http://fortresseurope.blogspot.com/2009/11/quattro-annegati-al-largo-delle-coste.html
34201,unknown,unknown - supposedly exhaustion related death,Del grande,2009-11-01T00:00:00Z,4Q2009,2009 -- 11,2009,0,0,1,"Found a dead body on the island of Lesvos. It would be the ninth victim of the sinking of October 27 (Nov 2, 2009)",lesvos,39.16408,26.372171,"39.16408, 26.372171",101,"Event at Lesvos on Nov 01, 2009",Eastern Mediteranean route Sea,Ansa,http://fortresseurope.blogspot.com/2009/11/death-toll-in-migrant-sea-tragedy-hits.html
34203,asphyxiated,drowning or exhaustion related death,United,2009-10-29T00:00:00Z,4Q2009,2009 -- 10,2009,0,0,1,"stowaway, asphyxiated while hidden in a lorry near Calais (F), trying to go to GB (Oct 29, 2009). From Del Grande's data set (translated): Calais, boy dies suffocated inside the truck in which he was hiding in an attempt to cross the Channel Tunnel, to England (Nov 1, 2009)",calais,50.95129,1.858686,"50.95129, 1.858686",28,"Event at Calais on Oct 29, 2009",,LibÈration/PrivateSource/Libelille,http://fortresseurope.blogspot.com/2009/11/migrant-found-dead-in-back-of-lorry-as.html
34202,suicide - jumped in water,suicide,United,2009-10-29T00:00:00Z,4Q2009,2009 -- 10,2009,0,0,1,"jumped in river Thames(GB) after police questioned him in custody for immigration offences  (Oct 29, 2009)",thames,51.488623,0.461426,"51.488623, 0.461426",2,"Event at Thames on Oct 29, 2009",,IRR,
34204,unknown,unknown - supposedly exhaustion related death,United,2009-10-28T00:00:00Z,4Q2009,2009 -- 10,2009,0,0,3,"bodies found on a boat tracked southeast of Cartagena on Spain s southern coast (Oct 28, 2009)",Cartagena,37.625683,-0.996584,"37.625683, -0.996584",8,"Event at Cartagena on Oct 28, 2009",Western Mediteranean route,EXP/UnSarda/EarthT/EP/PUB/PICUM/NOB,
34207,unknown,unknown - supposedly exhaustion related death,United,2009-10-26T00:00:00Z,4Q2009,2009 -- 10,2009,0,0,1,"found on boat escorted to Sicily; I and M refused for 3 days to receive them in their territory (Oct 26, 2009)",sicily,37.599994,14.015356,"37.599994, 14.015356",363,"Event at Sicily on Oct 26, 2009",Central Mediteranean route,LR/Can7/Picum/NOB,
