Status,Province,Date,Actors,count
Non-Civilian,Damascus Suburbs,2017-08,Armed opposition groups,19
Non-Civilian,Damascus Suburbs,2017-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Raqqa,2017-08,Self administration forces,16
Non-Civilian,Aleppo,2017-08,Syrian government and affiliated militias,3
Civilian,Daraa,2017-08,Armed opposition groups,5
Non-Civilian,Sweida,2017-08,Not identified,2
Civilian,Damascus,2017-08,Syrian government and affiliated militias,6
Civilian,Aleppo,2017-08,International coalition forces,1
Civilian,Aleppo,2017-08,Armed opposition groups,1
Civilian,Aleppo,2017-08,Not identified,5
Civilian,Homs,2017-08,Syrian government and affiliated militias,19
Non-Civilian,Idlib,2017-08,Syrian government and affiliated militias,12
Civilian,Damascus Suburbs,2017-08,Not identified,15
Civilian,Idlib,2017-08,Syrian government and affiliated militias,4
Non-Civilian,Idlib,2017-08,International coalition forces,7
Non-Civilian,Daraa,2017-08,Not identified,29
Civilian,Aleppo,2017-08,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Hama,2017-08,Russian troops,10
Civilian,Deir Ezzor,2017-08,Syrian government and affiliated militias,20
Civilian,Damascus,2017-08,Not identified,7
Non-Civilian,Aleppo,2017-08,Self administration forces,1
Non-Civilian,Raqqa,2017-08,International coalition forces,1
Civilian,Hama,2017-08,Not identified,1
Civilian,Daraa,2017-08,Not identified,2
Civilian,Raqqa,2017-08,The organization of the Islamic State in Iraq and the Levant - ISIS,25
Non-Civilian,Hama,2017-08,Syrian government and affiliated militias,11
Non-Civilian,Aleppo,2017-08,Not identified,2
Civilian,Damascus Suburbs,2017-08,Armed opposition groups,1
Civilian,Idlib,2017-08,Not identified,8
Non-Civilian,Idlib,2017-08,Al-Nusra Front,2
Civilian,Raqqa,2017-08,Armed opposition groups,1
Civilian,Hama,2017-08,Syrian government and affiliated militias,9
Civilian,Daraa,2017-08,International coalition forces,1
Non-Civilian,Damascus,2017-08,Syrian government and affiliated militias,2
Civilian,Quneitra,2017-08,Not identified,4
Civilian,Raqqa,2017-08,Russian troops,2
Non-Civilian,Quneitra,2017-08,Not identified,3
Non-Civilian,Unknown,2017-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Hama,2017-08,Not identified,2
Civilian,Idlib,2017-08,Armed opposition groups,1
Civilian,Deir Ezzor,2017-08,The organization of the Islamic State in Iraq and the Levant - ISIS,11
Non-Civilian,Hama,2017-08,Armed opposition groups,1
Non-Civilian,Deir Ezzor,2017-08,Syrian government and affiliated militias,1
Civilian,Damascus,2017-08,International coalition forces,1
Civilian,Deir Ezzor,2017-08,Self administration forces,1
Civilian,Deir Ezzor,2017-08,Russian troops,11
Civilian,Deir Ezzor,2017-08,Not identified,4
Civilian,Sweida,2017-08,Syrian government and affiliated militias,1
Non-Civilian,Deir Ezzor,2017-08,Not identified,1
Civilian,Deir Ezzor,2017-08,International coalition forces,4
Civilian,Hama,2017-07,Russian troops,14
Civilian,Homs,2017-07,International coalition forces,27
Civilian,Raqqa,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,32
Non-Civilian,Idlib,2017-07,Syrian government and affiliated militias,13
Civilian,Damascus Suburbs,2017-07,Syrian government and affiliated militias,55
Non-Civilian,Aleppo,2017-07,Syrian government and affiliated militias,4
Civilian,Aleppo,2017-07,Self administration forces,4
Non-Civilian,Aleppo,2017-07,Not identified,2
Civilian,Aleppo,2017-07,Not identified,25
Civilian,Idlib,2017-07,Not identified,13
Non-Civilian,Hama,2017-07,Syrian government and affiliated militias,8
Civilian,Hama,2017-07,Syrian government and affiliated militias,7
Non-Civilian,Homs,2017-07,Syrian government and affiliated militias,15
Civilian,Damascus Suburbs,2017-07,Armed opposition groups,1
Non-Civilian,Damascus Suburbs,2017-07,Armed opposition groups,3
Non-Civilian,Daraa,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Civilian,Deir Ezzor,2017-07,International coalition forces,120
Civilian,Aleppo,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,5
Civilian,Aleppo,2017-07,Syrian government and affiliated militias,17
Civilian,Raqqa,2017-07,International coalition forces,83
Civilian,Aleppo,2017-07,International coalition forces,19
Civilian,Raqqa,2017-07,Self administration forces,34
Non-Civilian,Hama,2017-07,Armed opposition groups,1
Civilian,Homs,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,12
Civilian,Daraa,2017-07,Not identified,9
Non-Civilian,Damascus Suburbs,2017-07,Syrian government and affiliated militias,42
Non-Civilian,Damascus,2017-07,Syrian government and affiliated militias,3
Civilian,Homs,2017-07,Syrian government and affiliated militias,7
Civilian,Quneitra,2017-07,Not identified,1
Civilian,Aleppo,2017-07,Russian troops,6
Civilian,Daraa,2017-07,Syrian government and affiliated militias,10
Civilian,Damascus Suburbs,2017-07,Russian troops,12
Civilian,Raqqa,2017-07,Russian troops,42
Non-Civilian,Daraa,2017-07,Syrian government and affiliated militias,15
Civilian,Deir Ezzor,2017-07,Self administration forces,2
Non-Civilian,Idlib,2017-07,International coalition forces,3
Civilian,Idlib,2017-07,Al-Nusra Front,2
Civilian,Hama,2017-07,Not identified,1
Non-Civilian,Hama,2017-07,Not identified,2
Non-Civilian,Idlib,2017-07,Not identified,15
Civilian,Deir Ezzor,2017-07,Syrian government and affiliated militias,20
Civilian,Idlib,2017-07,Armed opposition groups,5
Non-Civilian,Deir Ezzor,2017-07,Armed opposition groups,1
Civilian,Deir Ezzor,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,21
Civilian,Damascus,2017-07,Not identified,3
Non-Civilian,Damascus Suburbs,2017-07,Not identified,2
Civilian,Hama,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Civilian,Damascus Suburbs,2017-07,Not identified,2
Non-Civilian,Idlib,2017-07,Armed opposition groups,8
Civilian,Idlib,2017-07,Syrian government and affiliated militias,3
Civilian,Damascus,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Unknown,2017-07,Syrian government and affiliated militias,1
Civilian,Homs,2017-07,Armed opposition groups,3
Civilian,Deir Ezzor,2017-07,Armed opposition groups,1
Non-Civilian,Damascus Suburbs,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Damascus Suburbs,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Aleppo,2017-07,Self administration forces,4
Civilian,Deir Ezzor,2017-07,Not identified,4
Civilian,Damascus,2017-07,Syrian government and affiliated militias,7
Non-Civilian,Idlib,2017-07,Self administration forces,2
Non-Civilian,Deir Ezzor,2017-07,Syrian government and affiliated militias,20
Non-Civilian,Other Nationalities,2017-07,International coalition forces,2
Civilian,Idlib,2017-07,International coalition forces,2
Civilian,Deir Ezzor,2017-07,Russian troops,8
Civilian,Homs,2017-07,Russian troops,10
Civilian,Hasakeh,2017-07,Not identified,3
Civilian,Daraa,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Deir Ezzor,2017-07,International coalition forces,12
Civilian,Homs,2017-07,Self administration forces,3
Civilian,Raqqa,2017-07,Syrian government and affiliated militias,1
Non-Civilian,Deir Ezzor,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2017-07,International coalition forces,1
Non-Civilian,Hama,2017-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Daraa,2017-07,Armed opposition groups,5
Non-Civilian,Daraa,2017-07,Not identified,3
Civilian,Aleppo,2017-07,Armed opposition groups,1
Non-Civilian,Hama,2017-07,Self administration forces,1
Civilian,Sweida,2017-07,Not identified,15
Non-Civilian,Quneitra,2017-07,Syrian government and affiliated militias,2
Civilian,Deir Ezzor,2017-06,International coalition forces,96
Civilian,Raqqa,2017-06,Not identified,6
Civilian,Raqqa,2017-06,International coalition forces,32
Non-Civilian,Daraa,2017-06,Syrian government and affiliated militias,84
Non-Civilian,Daraa,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,14
Non-Civilian,Daraa,2017-06,Armed opposition groups,10
Civilian,Damascus Suburbs,2017-06,Syrian government and affiliated militias,18
Civilian,Damascus,2017-06,Armed opposition groups,2
Non-Civilian,Homs,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Idlib,2017-06,Al-Nusra Front,3
Non-Civilian,Idlib,2017-06,Self administration forces,2
Civilian,Damascus,2017-06,Not identified,2
Civilian,Homs,2017-06,Syrian government and affiliated militias,12
Non-Civilian,Idlib,2017-06,Syrian government and affiliated militias,20
Civilian,Homs,2017-06,International coalition forces,13
Civilian,Daraa,2017-06,Not identified,10
Civilian,Raqqa,2017-06,Self administration forces,7
Civilian,Deir Ezzor,2017-06,Russian troops,22
Civilian,Deir Ezzor,2017-06,Syrian government and affiliated militias,25
Civilian,Deir Ezzor,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,34
Non-Civilian,Homs,2017-06,Syrian government and affiliated militias,6
Civilian,Idlib,2017-06,Not identified,22
Civilian,Homs,2017-06,Russian troops,13
Non-Civilian,Quneitra,2017-06,Not identified,4
Civilian,Hama,2017-06,Not identified,3
Non-Civilian,Quneitra,2017-06,Syrian government and affiliated militias,28
Civilian,Quneitra,2017-06,Not identified,6
Non-Civilian,Quneitra,2017-06,Armed opposition groups,2
Non-Civilian,Homs,2017-06,Armed opposition groups,2
Non-Civilian,Damascus Suburbs,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,5
Civilian,Quneitra,2017-06,Syrian government and affiliated militias,1
Civilian,Daraa,2017-06,Syrian government and affiliated militias,67
Non-Civilian,Daraa,2017-06,Not identified,8
Civilian,Aleppo,2017-06,Syrian government and affiliated militias,24
Non-Civilian,Idlib,2017-06,Not identified,16
Civilian,Idlib,2017-06,Syrian government and affiliated militias,4
Non-Civilian,Deir Ezzor,2017-06,International coalition forces,14
Non-Civilian,Damascus Suburbs,2017-06,Syrian government and affiliated militias,41
Civilian,Raqqa,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,13
Civilian,Damascus Suburbs,2017-06,Not identified,2
Civilian,Hama,2017-06,Syrian government and affiliated militias,5
Non-Civilian,Aleppo,2017-06,Syrian government and affiliated militias,4
Civilian,Aleppo,2017-06,Self administration forces,5
Non-Civilian,Damascus Suburbs,2017-06,Not identified,2
Civilian,Damascus,2017-06,Syrian government and affiliated militias,8
Civilian,Daraa,2017-06,Armed opposition groups,15
Civilian,Damascus Suburbs,2017-06,Armed opposition groups,6
Non-Civilian,Damascus,2017-06,Syrian government and affiliated militias,1
Non-Civilian,Deir Ezzor,2017-06,Syrian government and affiliated militias,3
Non-Civilian,Homs,2017-06,Not identified,5
Non-Civilian,Deir Ezzor,2017-06,Not identified,3
Non-Civilian,Daraa,2017-06,Self administration forces,2
Civilian,Deir Ezzor,2017-06,Not identified,4
Non-Civilian,Aleppo,2017-06,Self administration forces,23
Civilian,Aleppo,2017-06,Not identified,13
Civilian,Hama,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Non-Civilian,Idlib,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Raqqa,2017-06,Syrian government and affiliated militias,1
Civilian,Homs,2017-06,Not identified,2
Non-Civilian,Hama,2017-06,Syrian government and affiliated militias,6
Non-Civilian,Hama,2017-06,Armed opposition groups,1
Civilian,Homs,2017-06,Armed opposition groups,2
Non-Civilian,Homs,2017-06,Al-Nusra Front,1
Civilian,Aleppo,2017-06,Armed opposition groups,1
Non-Civilian,Aleppo,2017-06,Armed opposition groups,4
Non-Civilian,Idlib,2017-06,Armed opposition groups,1
Non-Civilian,Other Nationalities,2017-06,Not identified,1
Civilian,Homs,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Aleppo,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Idlib,2017-06,International coalition forces,3
Civilian,Daraa,2017-06,International coalition forces,1
Non-Civilian,Homs,2017-06,International coalition forces,1
Non-Civilian,Daraa,2017-06,International coalition forces,1
Non-Civilian,Tartous,2017-06,Armed opposition groups,1
Civilian,Daraa,2017-06,Russian troops,1
Civilian,Idlib,2017-06,International coalition forces,2
Civilian,Hama,2017-06,Russian troops,2
Non-Civilian,Damascus Suburbs,2017-06,Armed opposition groups,5
Non-Civilian,Other Nationalities,2017-06,International coalition forces,1
Civilian,Deir Ezzor,2017-06,Self administration forces,1
Civilian,Idlib,2017-06,Russian troops,1
Non-Civilian,Aleppo,2017-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Damascus Suburbs,2017-05,Not identified,25
Non-Civilian,Damascus Suburbs,2017-05,Syrian government and affiliated militias,14
Non-Civilian,Damascus Suburbs,2017-05,Armed opposition groups,70
Non-Civilian,Damascus Suburbs,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Deir Ezzor,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,72
Non-Civilian,Aleppo,2017-05,Syrian government and affiliated militias,7
Non-Civilian,Aleppo,2017-05,Armed opposition groups,2
Civilian,Damascus,2017-05,Syrian government and affiliated militias,6
Civilian,Damascus Suburbs,2017-05,Armed opposition groups,10
Civilian,Deir Ezzor,2017-05,Syrian government and affiliated militias,36
Civilian,Damascus,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Deir Ezzor,2017-05,International coalition forces,48
Civilian,Damascus Suburbs,2017-05,Syrian government and affiliated militias,23
Civilian,Daraa,2017-05,Syrian government and affiliated militias,24
Non-Civilian,Idlib,2017-05,Syrian government and affiliated militias,24
Civilian,Idlib,2017-05,Not identified,3
Civilian,Daraa,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Daraa,2017-05,Syrian government and affiliated militias,26
Civilian,Homs,2017-05,International coalition forces,36
Civilian,Deir Ezzor,2017-05,Self administration forces,9
Non-Civilian,Damascus,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Damascus,2017-05,Syrian government and affiliated militias,14
Non-Civilian,Homs,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Civilian,Hama,2017-05,Not identified,1
Civilian,Daraa,2017-05,Not identified,13
Non-Civilian,Daraa,2017-05,Not identified,7
Civilian,Aleppo,2017-05,Not identified,4
Civilian,Aleppo,2017-05,Self administration forces,2
Civilian,Raqqa,2017-05,International coalition forces,14
Civilian,Homs,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Civilian,Homs,2017-05,Syrian government and affiliated militias,11
Civilian,Hama,2017-05,Russian troops,5
Non-Civilian,Daraa,2017-05,Armed opposition groups,5
Non-Civilian,Hama,2017-05,Syrian government and affiliated militias,33
Civilian,Hama,2017-05,Syrian government and affiliated militias,18
Non-Civilian,Daraa,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,11
Civilian,Aleppo,2017-05,Syrian government and affiliated militias,33
Non-Civilian,Homs,2017-05,Syrian government and affiliated militias,10
Civilian,Aleppo,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Civilian,Raqqa,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,10
Non-Civilian,Aleppo,2017-05,Self administration forces,7
Civilian,Aleppo,2017-05,International coalition forces,26
Non-Civilian,Hama,2017-05,Not identified,2
Civilian,Daraa,2017-05,Armed opposition groups,3
Non-Civilian,Homs,2017-05,Not identified,1
Civilian,Damascus Suburbs,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2017-05,Russian troops,1
Non-Civilian,Idlib,2017-05,Not identified,2
Non-Civilian,Idlib,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Deir Ezzor,2017-05,Not identified,3
Civilian,Damascus,2017-05,Not identified,3
Non-Civilian,Hama,2017-05,The organization of the Islamic State in Iraq and the Levant - ISIS,14
