"","choice","college","hsg2","coml5","type1","type2","type3","type4","type5","type6","fuel1","fuel2","fuel3","fuel4","fuel5","fuel6","price1","price2","price3","price4","price5","price6","range1","range2","range3","range4","range5","range6","acc1","acc2","acc3","acc4","acc5","acc6","speed1","speed2","speed3","speed4","speed5","speed6","pollution1","pollution2","pollution3","pollution4","pollution5","pollution6","size1","size2","size3","size4","size5","size6","space1","space2","space3","space4","space5","space6","cost1","cost2","cost3","cost4","cost5","cost6","station1","station2","station3","station4","station5","station6"
"64","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
"65","choice5",1,0,0,"truck","regcar","truck","van","truck","stwagon","methanol","methanol","cng","cng","electric","electric",4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,1,1,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"66","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,2,2,6,6,8,8,0,0,0.3,0.3,1,1
"67","choice6",1,1,0,"van","regcar","van","stwagon","van","truck","methanol","methanol","cng","cng","electric","electric",6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,125,125,300,300,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,1,1,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,0.7,0.7
"68","choice6",0,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,125,125,300,300,300,300,2.5,2.5,4,4,6,6,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,8,8,4,4,0,0,0.1,0.1,1,1
"69","choice5",0,1,0,"sportuv","truck","sportuv","sportcar","sportuv","regcar","methanol","methanol","cng","cng","gasoline","gasoline",4.2920479,4.2920479,2.7772075,2.7772075,3.7871011,3.7871011,125,125,300,300,300,300,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,1,1,8,8,4,4,0,0,0.1,0.1,1,1
"70","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",5.2230137,5.2230137,5.4604234,5.4604234,4.5107845,4.5107845,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,2,2,8,8,4,4,0,0,0.7,0.7,1,1
"71","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",5.554415,5.554415,5.8068884,5.8068884,4.2920479,4.2920479,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"72","choice5",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.3671598,5.3671598,4.2490015,4.2490015,4.6962648,4.6962648,200,200,300,300,350,350,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,8,8,2,2,0,0,0.1,0.1,1,1
"73","choice5",0,1,0,"sportuv","regcar","sportuv","truck","sportuv","sportcar","cng","cng","electric","electric","gasoline","gasoline",3.7919343,3.7919343,4.1910853,4.1910853,4.5902363,4.5902363,75,75,300,300,350,350,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"74","choice6",1,0,0,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",3.8343333,3.8343333,4.0899555,4.0899555,3.3230888,3.3230888,125,125,300,300,300,300,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,2,2,2,2,6,6,0,0,0.1,0.1,1,1
"75","choice1",0,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
"76","choice5",1,1,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.4965252,4.4965252,5.1388859,5.1388859,3.5329841,3.5329841,125,125,250,250,300,300,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,8,8,2,2,0,0,0.7,0.7,1,1
"77","choice5",1,0,0,"sportcar","truck","sportcar","sportuv","sportcar","regcar","methanol","methanol","cng","cng","gasoline","gasoline",5.9352428,5.9352428,6.6474719,6.6474719,8.3093399,8.3093399,125,125,300,300,300,300,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,2,2,0.7,0.7,0.7,0.7,1,1,1,1,2,2,6,6,0,0,0.1,0.1,1,1
"78","choice3",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",10.91864,10.91864,8.4371306,8.4371306,9.4297342,9.4297342,200,200,300,300,350,350,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.3,0.3,1,1
"79","choice1",1,1,1,"van","regcar","van","stwagon","van","truck","methanol","methanol","cng","cng","electric","electric",6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"80","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.0296809,3.0296809,3.2821543,3.2821543,3.7871011,3.7871011,200,200,75,75,300,300,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.3,0.3,0.7,0.7
"81","choice5",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.5787111,3.5787111,3.8343333,3.8343333,2.8118444,2.8118444,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6,0,0,0.1,0.1,1,1
"82","choice5",1,0,1,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,200,200,300,300,350,350,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,4,4,2,2,4,4,0,0,0.7,0.7,1,1
"83","choice5",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",6.0700691,6.0700691,6.3459814,6.3459814,5.2423324,5.2423324,75,75,250,250,250,250,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,8,8,4,4,0,0,0.1,0.1,1,1
"84","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",5.4600663,5.4600663,6.102427,6.102427,7.3871485,7.3871485,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,0.7,0.7,1,1,2,2,4,4,8,8,0,0,0.7,0.7,1,1
"85","choice5",1,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.0350346,3.0350346,3.586859,3.586859,4.1386835,4.1386835,75,75,300,300,350,350,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"86","choice4",1,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",8.0791491,8.0791491,8.8365693,8.8365693,6.3118352,6.3118352,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"87","choice4",1,1,1,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,75,75,400,400,250,250,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,4,4,8,8,2,2,0,0,0.3,0.3,1,1
"88","choice4",0,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.4600663,5.4600663,4.1753448,4.1753448,4.8177056,4.8177056,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"89","choice5",1,0,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"90","choice3",1,1,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
"91","choice6",1,1,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",5.4604234,5.4604234,4.0359651,4.0359651,4.5107845,4.5107845,75,75,300,300,350,350,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"92","choice5",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.2423324,5.2423324,6.3459814,6.3459814,4.690508,4.690508,200,200,300,300,350,350,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"93","choice4",0,1,1,"sportuv","truck","sportuv","sportcar","sportuv","regcar","methanol","methanol","cng","cng","gasoline","gasoline",1.9313856,1.9313856,1.9313856,1.9313856,2.7591223,2.7591223,75,75,250,250,250,250,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,0.7,0.7,1,1,2,2,2,2,6,6,0,0,0.1,0.1,1,1
"94","choice5",0,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"95","choice4",0,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",1.9313856,1.9313856,2.4832101,2.4832101,2.7591223,2.7591223,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
"96","choice3",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,0.7,0.7,1,1,1,1,4,4,2,2,6,6,0,0,0.3,0.3,1,1
"97","choice5",1,1,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,125,125,300,300,300,300,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,2,2,2,2,6,6,0,0,0.1,0.1,1,1
"98","choice6",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"99","choice5",0,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,50,50,150,150,350,350,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,2,2,8,8,2,2,0,0,0.7,0.7,0.1,0.1
"100","choice3",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,8,8,8,8,4,4,0,0,0.7,0.7,1,1
"101","choice6",0,1,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",1.1181583,1.1181583,1.1181583,1.1181583,0.67089498,0.67089498,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"102","choice5",0,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,1,1,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"103","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",6.3864157,6.3864157,6.9851422,6.9851422,4.9893873,4.9893873,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"104","choice3",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,125,125,300,300,300,300,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.25,0.25,1,1,1,1,2,2,3,3,0.7,0.7,1,1,1,1,2,2,8,8,4,4,0,0,0.1,0.1,1,1
"105","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,200,200,75,75,300,300,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"106","choice2",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"107","choice3",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,8,8,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"108","choice3",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",7.7083289,7.7083289,5.4600663,5.4600663,6.7447878,6.7447878,125,125,300,300,300,300,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,1,1,8,8,4,4,0,0,0.1,0.1,1,1
"109","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.586859,3.586859,4.1386835,4.1386835,4.4145957,4.4145957,75,75,300,300,350,350,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
"110","choice1",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",6.9851422,6.9851422,4.9893873,4.9893873,5.5881138,5.5881138,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,1,1,1,1,1,1,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"111","choice5",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.6978331,5.6978331,4.5107845,4.5107845,4.985604,4.985604,125,125,250,250,300,300,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,4,4,8,8,2,2,0,0,0.7,0.7,1,1
"112","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"113","choice2",0,1,1,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",3.9704144,3.9704144,4.4667162,4.4667162,2.9778108,2.9778108,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,1,1,4,4,8,8,0,0,0.1,0.1,1,1
"114","choice5",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",6.102427,6.102427,6.7447878,6.7447878,5.4600663,5.4600663,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,2,2,2,2,6,6,0,0,0.3,0.3,1,1
"115","choice1",1,0,0,"sportuv","regcar","sportuv","truck","sportuv","sportcar","cng","cng","electric","electric","gasoline","gasoline",5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,300,300,250,250,300,300,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"116","choice3",1,0,0,"sportuv","regcar","sportuv","truck","sportuv","sportcar","cng","cng","electric","electric","gasoline","gasoline",4.1753448,4.1753448,4.8177056,4.8177056,5.1388859,5.1388859,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
"117","choice3",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",1.7673139,1.7673139,1.7673139,1.7673139,2.2722607,2.2722607,75,75,250,250,400,400,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1,0.7,0.7,1,1,1,1,2,2,2,2,4,4,0,0,0.3,0.3,0.7,0.7
"118","choice5",1,0,0,"sportuv","truck","sportuv","sportcar","sportuv","regcar","methanol","methanol","cng","cng","gasoline","gasoline",6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,1,1,1,1,1,1,2,2,4,4,8,8,0,0,0.1,0.1,1,1
"119","choice3",1,1,1,"sportuv","sportcar","sportuv","regcar","sportuv","truck","methanol","methanol","electric","electric","gasoline","gasoline",4.2920479,4.2920479,5.3019416,5.3019416,5.8068884,5.8068884,75,75,400,400,250,250,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,8,8,2,2,0,0,0.3,0.3,1,1
"120","choice5",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.9704144,3.9704144,4.4667162,4.4667162,2.9778108,2.9778108,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6,0,0,0.1,0.1,1,1
"121","choice5",1,0,0,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,200,200,300,300,350,350,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,0,0,0.3,0.3,1,1
"122","choice5",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.3230888,3.3230888,3.8343333,3.8343333,4.0899555,4.0899555,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"123","choice6",0,1,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,200,200,300,300,350,350,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,2,2,2,2,4,4,0,0,0.7,0.7,1,1
"124","choice5",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,75,75,400,400,250,250,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,4,4,8,8,2,2,0,0,0.3,0.3,1,1
"125","choice5",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"126","choice6",0,0,1,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",1.6554734,1.6554734,0.96569282,0.96569282,1.241605,1.241605,200,200,300,300,350,350,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,8,8,2,2,0,0,0.1,0.1,1,1
"127","choice5",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",8.9467777,8.9467777,7.1574221,7.1574221,8.179911,8.179911,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"128","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,2,2,0,0,1,1,0.7,0.7,1,1,1,1,1,1,6,6,8,8,0,0,0.1,0.1,0.3,0.3
